,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
15057,GSW,2019,Kevin Durant,Klay Thompson,Draymond Green,Stephen Curry,Andre Iguodala,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,Andrew Bogut,,,,,,
15058,BOS,2019,Jaylen Brown,Kyrie Irving,Al Horford,Marcus Morris,Jayson Tatum,Gordon Hayward,Terry Rozier,Aron Baynes,Semi Ojeleye,Daniel Theis,Brad Wanamaker,Guerschon Yabusele,Robert Williams,,
15059,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Eric Bledsoe,Sterling Brown,Pat Connaughton,George Hill,Nikola Mirotić,Ersan İlyasova,Tim Frazier,D.J. Wilson,Tony Snell,,,
15060,POR,2019,Damian Lillard,CJ McCollum,Enes Freedom,Al-Farouq Aminu,Maurice Harkless,Zach Collins,Rodney Hood,Seth Curry,Meyers Leonard,Evan Turner,,,,,
15061,DEN,2019,Nikola Jokić,Gary Harris,Jamal Murray,Paul Millsap,Torrey Craig,Malik Beasley,Mason Plumlee,Will Barton,Monte Morris,,,,,,
15062,PHI,2019,Ben Simmons,Jimmy Butler,Tobias Harris,J.J. Redick,Joel Embiid,James Ennis III,Greg Monroe,Jonah Bolden,Amir Johnson,Boban Marjanović,,,,,
15063,TOR,2019,Kyle Lowry,Kawhi Leonard,Pascal Siakam,Marc Gasol,Danny Green,Fred VanVleet,Norman Powell,Serge Ibaka,Jodie Meeks,,,,,,
15064,HOU,2019,P.J. Tucker,Chris Paul,Eric Gordon,James Harden,Clint Capela,Austin Rivers,Gerald Green,Kenneth Faried,Danuel House Jr.,Iman Shumpert,Nenê,,,,
15065,GSW,2019,Kevin Durant,Klay Thompson,Draymond Green,Stephen Curry,Andre Iguodala,Kevon Looney,Shaun Livingston,Jonas Jerebko,Alfonzo McKinnie,Andrew Bogut,,,,,
15066,BOS,2019,Jaylen Brown,Kyrie Irving,Al Horford,Marcus Morris,Jayson Tatum,Gordon Hayward,Terry Rozier,Semi Ojeleye,Aron Baynes,Robert Williams,Brad Wanamaker,Guerschon Yabusele,,,
15067,MIL,2019,Khris Middleton,Giannis Antetokounmpo,Eric Bledsoe,Nikola Mirotić,Brook Lopez,Pat Connaughton,George Hill,Ersan İlyasova,Sterling Brown,Tony Snell,Tim Frazier,D.J. Wilson,,,
15068,POR,2019,CJ McCollum,Damian Lillard,Enes Freedom,Al-Farouq Aminu,Maurice Harkless,Rodney Hood,Evan Turner,Zach Collins,Seth Curry,Jake Layman,,,,,
15069,DEN,2019,Gary Harris,Nikola Jokić,Jamal Murray,Paul Millsap,Torrey Craig,Malik Beasley,Monte Morris,Will Barton,Mason Plumlee,,,,,,
15070,TOR,2019,Kyle Lowry,Kawhi Leonard,Danny Green,Pascal Siakam,Marc Gasol,Fred VanVleet,Norman Powell,Serge Ibaka,Patrick McCaw,Jodie Meeks,Eric Moreland,Malcolm Miller,,,
15071,PHI,2019,Tobias Harris,Ben Simmons,Jimmy Butler,Joel Embiid,J.J. Redick,James Ennis III,Greg Monroe,Mike Scott,Jonah Bolden,T.J. McConnell,Jonathon Simmons,Amir Johnson,Boban Marjanović,,
15072,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Nikola Mirotić,Brook Lopez,Eric Bledsoe,George Hill,Pat Connaughton,Ersan İlyasova,Tony Snell,,,,,,
15073,BOS,2019,Kyrie Irving,Al Horford,Jayson Tatum,Jaylen Brown,Marcus Morris,Gordon Hayward,Terry Rozier,Semi Ojeleye,Daniel Theis,Aron Baynes,,,,,
15074,DEN,2019,Jamal Murray,Gary Harris,Paul Millsap,Torrey Craig,Will Barton,Malik Beasley,Monte Morris,Mason Plumlee,,,,,,,
15075,POR,2019,Damian Lillard,Enes Freedom,Al-Farouq Aminu,Maurice Harkless,Rodney Hood,Seth Curry,Zach Collins,Evan Turner,,,,,,,
15076,GSW,2019,Kevin Durant,Klay Thompson,Draymond Green,Stephen Curry,Andre Iguodala,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,Jonas Jerebko,Andrew Bogut,,,,,
15077,HOU,2019,James Harden,Eric Gordon,Chris Paul,Clint Capela,P.J. Tucker,Austin Rivers,Iman Shumpert,Nenê,Gerald Green,,,,,,
15078,TOR,2019,Kawhi Leonard,Kyle Lowry,Danny Green,Marc Gasol,Pascal Siakam,Serge Ibaka,Fred VanVleet,Patrick McCaw,Norman Powell,,,,,,
15079,PHI,2019,Tobias Harris,Jimmy Butler,Ben Simmons,Joel Embiid,J.J. Redick,James Ennis III,Mike Scott,Greg Monroe,,,,,,,
15080,DEN,2019,Paul Millsap,Nikola Jokić,Jamal Murray,Gary Harris,Torrey Craig,Will Barton,Mason Plumlee,Malik Beasley,Monte Morris,,,,,,
15081,POR,2019,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Enes Freedom,Maurice Harkless,Seth Curry,Rodney Hood,Zach Collins,Evan Turner,,,,,,
15082,MIL,2019,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Eric Bledsoe,Nikola Mirotić,Pat Connaughton,George Hill,Ersan İlyasova,Sterling Brown,,,,,,
15083,BOS,2019,Kyrie Irving,Al Horford,Jayson Tatum,Marcus Morris,Jaylen Brown,Gordon Hayward,Marcus Smart,Terry Rozier,Aron Baynes,,,,,,
15084,GSW,2019,Kevin Durant,Stephen Curry,Draymond Green,Klay Thompson,Andre Iguodala,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,,,,,,,
15085,HOU,2019,P.J. Tucker,James Harden,Eric Gordon,Chris Paul,Clint Capela,Austin Rivers,Iman Shumpert,Nenê,Gerald Green,,,,,,
15086,POR,2019,Damian Lillard,CJ McCollum,Enes Freedom,Al-Farouq Aminu,Maurice Harkless,Seth Curry,Rodney Hood,Zach Collins,Meyers Leonard,Evan Turner,Skal Labissière,Anfernee Simons,Jake Layman,,
15087,DEN,2019,Gary Harris,Nikola Jokić,Paul Millsap,Jamal Murray,Torrey Craig,Will Barton,Mason Plumlee,Monte Morris,Malik Beasley,Juancho Hernangómez,Trey Lyles,,,,
15088,PHI,2019,Tobias Harris,Joel Embiid,J.J. Redick,Jimmy Butler,Ben Simmons,James Ennis III,Mike Scott,Amir Johnson,Jonathon Simmons,Jonah Bolden,T.J. McConnell,Boban Marjanović,Greg Monroe,,
15089,TOR,2019,Kawhi Leonard,Pascal Siakam,Kyle Lowry,Marc Gasol,Danny Green,Serge Ibaka,Fred VanVleet,Norman Powell,Jodie Meeks,Patrick McCaw,Eric Moreland,Jeremy Lin,Malcolm Miller,,
15090,HOU,2019,P.J. Tucker,James Harden,Chris Paul,Eric Gordon,Clint Capela,Austin Rivers,Iman Shumpert,Nenê,Gerald Green,,,,,,
15091,GSW,2019,Klay Thompson,Stephen Curry,Draymond Green,Andre Iguodala,Kevin Durant,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,Jonas Jerebko,,,,,,
15092,BOS,2019,Al Horford,Kyrie Irving,Jaylen Brown,Jayson Tatum,Aron Baynes,Marcus Morris,Gordon Hayward,Marcus Smart,Terry Rozier,Daniel Theis,Guerschon Yabusele,Brad Wanamaker,Semi Ojeleye,,
15093,MIL,2019,Khris Middleton,Giannis Antetokounmpo,Eric Bledsoe,Nikola Mirotić,Brook Lopez,Pat Connaughton,Ersan İlyasova,George Hill,Malcolm Brogdon,Tim Frazier,Sterling Brown,Tony Snell,,,
15094,TOR,2019,Kawhi Leonard,Kyle Lowry,Marc Gasol,Danny Green,Pascal Siakam,Serge Ibaka,Fred VanVleet,Norman Powell,Patrick McCaw,Malcolm Miller,Jodie Meeks,,,,
15095,PHI,2019,Tobias Harris,Joel Embiid,Jimmy Butler,Ben Simmons,J.J. Redick,James Ennis III,Mike Scott,Boban Marjanović,T.J. McConnell,Jonah Bolden,Amir Johnson,Jonathon Simmons,,,
15096,DEN,2019,Jamal Murray,Gary Harris,Paul Millsap,Nikola Jokić,Torrey Craig,Will Barton,Mason Plumlee,Malik Beasley,Monte Morris,,,,,,
15097,POR,2019,CJ McCollum,Damian Lillard,Enes Freedom,Al-Farouq Aminu,Maurice Harkless,Rodney Hood,Zach Collins,Seth Curry,Evan Turner,,,,,,
15098,GSW,2019,Klay Thompson,Andre Iguodala,Draymond Green,Stephen Curry,Andrew Bogut,Kevon Looney,Quinn Cook,Shaun Livingston,Jonas Jerebko,Jordan Bell,Alfonzo McKinnie,,,,
15099,HOU,2019,P.J. Tucker,James Harden,Chris Paul,Eric Gordon,Clint Capela,Austin Rivers,Gerald Green,Iman Shumpert,Nenê,,,,,,
15100,POR,2019,Damian Lillard,CJ McCollum,Enes Freedom,Maurice Harkless,Al-Farouq Aminu,Zach Collins,Rodney Hood,Evan Turner,Seth Curry,Meyers Leonard,,,,,
15101,DEN,2019,Nikola Jokić,Gary Harris,Jamal Murray,Torrey Craig,Paul Millsap,Will Barton,Mason Plumlee,Monte Morris,Malik Beasley,,,,,,
15102,PHI,2019,Joel Embiid,Jimmy Butler,Ben Simmons,Tobias Harris,J.J. Redick,James Ennis III,Mike Scott,Greg Monroe,,,,,,,
15103,TOR,2019,Marc Gasol,Kawhi Leonard,Kyle Lowry,Pascal Siakam,Danny Green,Serge Ibaka,Fred VanVleet,,,,,,,,
15104,POR,2019,CJ McCollum,Damian Lillard,Enes Freedom,Maurice Harkless,Al-Farouq Aminu,Rodney Hood,Seth Curry,Zach Collins,Evan Turner,Skal Labissière,Jake Layman,Anfernee Simons,,,
15105,GSW,2019,Klay Thompson,Stephen Curry,Draymond Green,Andre Iguodala,Andrew Bogut,Kevon Looney,Jonas Jerebko,Alfonzo McKinnie,Quinn Cook,Shaun Livingston,Jordan Bell,Jacob Evans,Damian Jones,,
15106,TOR,2019,Pascal Siakam,Kawhi Leonard,Kyle Lowry,Marc Gasol,Danny Green,Serge Ibaka,Fred VanVleet,Norman Powell,,,,,,,
15107,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Eric Bledsoe,Nikola Mirotić,George Hill,Malcolm Brogdon,Ersan İlyasova,Pat Connaughton,,,,,,
15108,POR,2019,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Enes Freedom,Seth Curry,Evan Turner,Rodney Hood,Meyers Leonard,Zach Collins,,,,,
15109,GSW,2019,Klay Thompson,Stephen Curry,Draymond Green,Andre Iguodala,Andrew Bogut,Kevon Looney,Shaun Livingston,Jonas Jerebko,Jordan Bell,Quinn Cook,Alfonzo McKinnie,Damian Jones,,,
15110,TOR,2019,Kyle Lowry,Kawhi Leonard,Pascal Siakam,Danny Green,Marc Gasol,Serge Ibaka,Norman Powell,Fred VanVleet,Jodie Meeks,Malcolm Miller,Jeremy Lin,Eric Moreland,Chris Boucher,,
15111,MIL,2019,Giannis Antetokounmpo,Eric Bledsoe,Khris Middleton,Brook Lopez,Nikola Mirotić,Malcolm Brogdon,George Hill,Ersan İlyasova,Pat Connaughton,Sterling Brown,D.J. Wilson,Tim Frazier,Tony Snell,,
15112,GSW,2019,Klay Thompson,Draymond Green,Stephen Curry,Andre Iguodala,Damian Jones,Kevon Looney,Alfonzo McKinnie,Shaun Livingston,Jordan Bell,Quinn Cook,Jonas Jerebko,Andrew Bogut,,,
15113,POR,2019,Damian Lillard,CJ McCollum,Meyers Leonard,Maurice Harkless,Al-Farouq Aminu,Seth Curry,Zach Collins,Evan Turner,Rodney Hood,Enes Freedom,,,,,
15114,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Eric Bledsoe,Nikola Mirotić,George Hill,Malcolm Brogdon,Ersan İlyasova,Pat Connaughton,,,,,,
15115,TOR,2019,Kawhi Leonard,Pascal Siakam,Marc Gasol,Danny Green,Kyle Lowry,Fred VanVleet,Norman Powell,Serge Ibaka,,,,,,,
15116,GSW,2019,Stephen Curry,Klay Thompson,Draymond Green,Alfonzo McKinnie,Jordan Bell,Kevon Looney,Shaun Livingston,Quinn Cook,Jonas Jerebko,Andrew Bogut,Jacob Evans,,,,
15117,POR,2019,CJ McCollum,Damian Lillard,Meyers Leonard,Maurice Harkless,Al-Farouq Aminu,Rodney Hood,Evan Turner,Seth Curry,Enes Freedom,Zach Collins,,,,,
15118,MIL,2019,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Nikola Mirotić,Eric Bledsoe,Malcolm Brogdon,George Hill,Ersan İlyasova,Pat Connaughton,Sterling Brown,D.J. Wilson,Tim Frazier,Tony Snell,,
15119,TOR,2019,Kawhi Leonard,Kyle Lowry,Marc Gasol,Danny Green,Pascal Siakam,Norman Powell,Fred VanVleet,Serge Ibaka,Jodie Meeks,Chris Boucher,Jeremy Lin,Malcolm Miller,Eric Moreland,,
15120,TOR,2019,Kawhi Leonard,Kyle Lowry,Pascal Siakam,Marc Gasol,Danny Green,Fred VanVleet,Norman Powell,Serge Ibaka,,,,,,,
15121,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Malcolm Brogdon,Eric Bledsoe,Brook Lopez,George Hill,Pat Connaughton,Ersan İlyasova,Nikola Mirotić,Sterling Brown,,,,,
15122,MIL,2019,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Malcolm Brogdon,Eric Bledsoe,George Hill,Ersan İlyasova,Pat Connaughton,,,,,,,
15123,TOR,2019,Pascal Siakam,Kawhi Leonard,Kyle Lowry,Marc Gasol,Danny Green,Fred VanVleet,Serge Ibaka,Norman Powell,,,,,,,
15124,GSW,2019,Draymond Green,Stephen Curry,Klay Thompson,Andre Iguodala,Jordan Bell,Kevon Looney,Shaun Livingston,Quinn Cook,Alfonzo McKinnie,DeMarcus Cousins,Jonas Jerebko,,,,
15125,TOR,2019,Kawhi Leonard,Pascal Siakam,Kyle Lowry,Marc Gasol,Danny Green,Fred VanVleet,Serge Ibaka,Patrick McCaw,Norman Powell,,,,,,
15126,GSW,2019,Stephen Curry,Draymond Green,Klay Thompson,Andre Iguodala,DeMarcus Cousins,Quinn Cook,Shaun Livingston,Kevon Looney,Alfonzo McKinnie,Andrew Bogut,Jonas Jerebko,,,,
15127,TOR,2019,Pascal Siakam,Kawhi Leonard,Marc Gasol,Kyle Lowry,Danny Green,Fred VanVleet,Norman Powell,Serge Ibaka,,,,,,,
15128,TOR,2019,Kyle Lowry,Pascal Siakam,Kawhi Leonard,Danny Green,Marc Gasol,Fred VanVleet,Serge Ibaka,Norman Powell,Patrick McCaw,,,,,,
15129,GSW,2019,Stephen Curry,Draymond Green,Andre Iguodala,DeMarcus Cousins,Shaun Livingston,Quinn Cook,Andrew Bogut,Alfonzo McKinnie,Jonas Jerebko,Jordan Bell,Jacob Evans,Damian Jones,,,
15130,TOR,2019,Pascal Siakam,Kawhi Leonard,Kyle Lowry,Danny Green,Marc Gasol,Fred VanVleet,Serge Ibaka,Norman Powell,Patrick McCaw,,,,,,
15131,GSW,2019,Stephen Curry,Klay Thompson,Draymond Green,Andre Iguodala,DeMarcus Cousins,Kevon Looney,Shaun Livingston,Andrew Bogut,Alfonzo McKinnie,Quinn Cook,,,,,
15132,GSW,2019,Klay Thompson,Stephen Curry,Draymond Green,Andre Iguodala,Kevin Durant,DeMarcus Cousins,Kevon Looney,Shaun Livingston,Quinn Cook,Jordan Bell,Andrew Bogut,Alfonzo McKinnie,,,
15133,TOR,2019,Kyle Lowry,Kawhi Leonard,Pascal Siakam,Danny Green,Marc Gasol,Fred VanVleet,Serge Ibaka,Norman Powell,Patrick McCaw,,,,,,
15134,TOR,2019,Pascal Siakam,Kyle Lowry,Kawhi Leonard,Marc Gasol,Danny Green,Fred VanVleet,Serge Ibaka,Norman Powell,,,,,,,
15135,GSW,2019,Draymond Green,Stephen Curry,Andre Iguodala,Klay Thompson,Kevon Looney,DeMarcus Cousins,Shaun Livingston,Quinn Cook,Alfonzo McKinnie,Andrew Bogut,Jonas Jerebko,,,,
15136,BOS,2018,Jaylen Brown,Kyrie Irving,Jayson Tatum,Al Horford,Gordon Hayward,Marcus Smart,Terry Rozier,Aron Baynes,Semi Ojeleye,Shane Larkin,,,,,
15137,CLE,2018,LeBron James,Jae Crowder,Derrick Rose,Dwyane Wade,Kevin Love,J.R. Smith,Tristan Thompson,Jeff Green,Iman Shumpert,Kyle Korver,,,,,
15138,HOU,2018,Trevor Ariza,James Harden,Ryan Anderson,Chris Paul,Clint Capela,Eric Gordon,P.J. Tucker,Luc Mbah a Moute,,,,,,,
15139,GSW,2018,Klay Thompson,Kevin Durant,Stephen Curry,Draymond Green,Zaza Pachulia,Nick Young,Patrick McCaw,Shaun Livingston,Jordan Bell,David West,Kevon Looney,Omri Casspi,,,
15140,MIL,2018,Khris Middleton,Malcolm Brogdon,Giannis Antetokounmpo,Tony Snell,Thon Maker,Matthew Dellavedova,John Henson,Greg Monroe,Mirza Teletović,Rashad Vaughn,,,,,
15141,BOS,2018,Kyrie Irving,Jayson Tatum,Al Horford,Marcus Smart,Jaylen Brown,Terry Rozier,Aron Baynes,Semi Ojeleye,Abdel Nader,Daniel Theis,,,,,
15142,ATL,2018,Dennis Schröder,Kent Bazemore,Taurean Prince,Dewayne Dedmon,Ersan İlyasova,Marco Belinelli,John Collins,DeAndre' Bembry,Mike Muscala,Malcolm Delaney,Luke Babbitt,Josh Magette,,,
15143,DAL,2018,Harrison Barnes,Wesley Matthews,Yogi Ferrell,Dennis Smith Jr.,Dirk Nowitzki,Nerlens Noel,J.J. Barea,Devin Harris,Dwight Powell,Dorian Finney-Smith,,,,,
15144,CHO,2018,Kemba Walker,Dwight Howard,Jeremy Lamb,Marvin Williams,Dwayne Bacon,Cody Zeller,Frank Kaminsky,Malik Monk,Treveon Graham,Julyan Stone,,,,,
15145,DET,2018,Stanley Johnson,Tobias Harris,Reggie Jackson,Avery Bradley,Andre Drummond,Langston Galloway,Ish Smith,Jon Leuer,Henry Ellenson,Eric Moreland,,,,,
15146,BRK,2018,D'Angelo Russell,Rondae Hollis-Jefferson,DeMarre Carroll,Jeremy Lin,Timofey Mozgov,Trevor Booker,Caris LeVert,Allen Crabbe,Spencer Dinwiddie,Quincy Acy,,,,,
15147,IND,2018,Myles Turner,Thaddeus Young,Darren Collison,Bojan Bogdanović,Victor Oladipo,Cory Joseph,Lance Stephenson,Domantas Sabonis,Damien Wilkins,T.J. Leaf,,,,,
15148,NOP,2018,Anthony Davis,Jrue Holiday,DeMarcus Cousins,E'Twaun Moore,Dante Cunningham,Ian Clark,Darius Miller,Jordan Crawford,Tony Allen,,,,,,
15149,MEM,2018,Mike Conley,Marc Gasol,Andrew Harrison,James Ennis III,JaMychal Green,Dillon Brooks,Brandan Wright,Mario Chalmers,Tyreke Evans,Jarell Martin,Chandler Parsons,,,,
15150,MIA,2018,Dion Waiters,Hassan Whiteside,Josh Richardson,Goran Dragić,Kelly Olynyk,Justise Winslow,Tyler Johnson,James Johnson,Wayne Ellington,Bam Adebayo,,,,,
15151,ORL,2018,Evan Fournier,Aaron Gordon,Elfrid Payton,Nikola Vučević,Terrence Ross,Jonathon Simmons,Jonathan Isaac,D.J. Augustin,Bismack Biyombo,,,,,,
15152,POR,2018,Damian Lillard,Al-Farouq Aminu,Maurice Harkless,Evan Turner,Jusuf Nurkić,Pat Connaughton,Shabazz Napier,Caleb Swanigan,Ed Davis,Jake Layman,Meyers Leonard,,,,
15153,PHO,2018,Josh Jackson,Eric Bledsoe,T.J. Warren,Devin Booker,Tyson Chandler,Troy Daniels,Dragan Bender,Tyler Ulis,Marquese Chriss,Mike James,Alec Peters,Derrick Jones Jr.,,,
15154,HOU,2018,James Harden,Eric Gordon,Trevor Ariza,Clint Capela,Ryan Anderson,P.J. Tucker,Luc Mbah a Moute,Nenê,Demetrius Jackson,,,,,,
15155,SAC,2018,Buddy Hield,Skal Labissière,George Hill,Willie Cauley-Stein,Justin Jackson,Garrett Temple,De'Aaron Fox,Kosta Koufos,Vince Carter,Malachi Richardson,,,,,
15156,MIN,2018,Jimmy Butler,Karl-Anthony Towns,Andrew Wiggins,Taj Gibson,Jeff Teague,Jamal Crawford,Tyus Jones,Shabazz Muhammad,Gorgui Dieng,Nemanja Bjelica,,,,,
15157,SAS,2018,LaMarcus Aldridge,Danny Green,Kyle Anderson,Pau Gasol,Dejounte Murray,Rudy Gay,Patty Mills,Manu Ginóbili,Joffrey Lauvergne,Dāvis Bertāns,,,,,
15158,DEN,2018,Gary Harris,Nikola Jokić,Wilson Chandler,Paul Millsap,Jamal Murray,Will Barton,Emmanuel Mudiay,Mason Plumlee,Kenneth Faried,Juancho Hernangómez,Malik Beasley,Trey Lyles,,,
15159,UTA,2018,Rudy Gobert,Joe Ingles,Ricky Rubio,Derrick Favors,Donovan Mitchell,Thabo Sefolosha,Joe Johnson,Rodney Hood,Alec Burks,Ekpe Udoh,,,,,
15160,PHI,2018,Ben Simmons,J.J. Redick,Robert Covington,Jerryd Bayless,Joel Embiid,Dario Šarić,Timothé Luwawu-Cabarrot,Markelle Fultz,Amir Johnson,T.J. McConnell,,,,,
15161,WAS,2018,John Wall,Bradley Beal,Marcin Gortat,Otto Porter Jr.,Jason Smith,Kelly Oubre Jr.,Jodie Meeks,Mike Scott,Ian Mahinmi,Tim Frazier,,,,,
15162,LAC,2018,Blake Griffin,Danilo Gallinari,DeAndre Jordan,Patrick Beverley,Miloš Teodosić,Austin Rivers,Lou Williams,Wesley Johnson,Willie Reed,Sam Dekker,Sindarius Thornwell,Montrezl Harrell,,,
15163,LAL,2018,Brandon Ingram,Larry Nance Jr.,Lonzo Ball,Brook Lopez,Luol Deng,Jordan Clarkson,Kyle Kuzma,Julius Randle,Corey Brewer,Alex Caruso,Andrew Bogut,Tyler Ennis,,,
15164,NYK,2018,Kristaps Porziņģis,Courtney Lee,Tim Hardaway Jr.,Enes Freedom,Ramon Sessions,Doug McDermott,Ron Baker,Kyle O'Quinn,Lance Thomas,Frank Ntilikina,Willy Hernangómez,Damyean Dotson,,,
15165,OKC,2018,Paul George,Carmelo Anthony,Russell Westbrook,Steven Adams,Andre Roberson,Álex Abrines,Jerami Grant,Raymond Felton,Terrance Ferguson,Patrick Patterson,Dakari Johnson,Josh Huestis,,,
15166,CHI,2018,Justin Holiday,Lauri Markkanen,Robin Lopez,Jerian Grant,Paul Zipser,Denzel Valentine,Cristiano Felício,Kay Felder,David Nwaba,Quincy Pondexter,Ryan Arcidiacono,Antonio Blakeney,,,
15167,TOR,2018,DeMar DeRozan,Kyle Lowry,Jonas Valančiūnas,Norman Powell,Serge Ibaka,Delon Wright,C.J. Miles,Jakob Poeltl,OG Anunoby,Fred VanVleet,Pascal Siakam,Alfonzo McKinnie,,,
15168,ORL,2018,Evan Fournier,Nikola Vučević,Terrence Ross,Jonathan Isaac,Elfrid Payton,D.J. Augustin,Jonathon Simmons,Mario Hezonja,Arron Afflalo,Bismack Biyombo,Shelvin Mack,Marreese Speights,,,
15169,BRK,2018,DeMarre Carroll,D'Angelo Russell,Rondae Hollis-Jefferson,Allen Crabbe,Timofey Mozgov,Caris LeVert,Spencer Dinwiddie,Trevor Booker,Joe Harris,Quincy Acy,Jarrett Allen,,,,
15170,ATL,2018,Dennis Schröder,Taurean Prince,Kent Bazemore,Dewayne Dedmon,Ersan İlyasova,Malcolm Delaney,Marco Belinelli,Mike Muscala,Luke Babbitt,John Collins,Josh Magette,Nicolás Brussino,Tyler Dorsey,,
15171,CHO,2018,Jeremy Lamb,Kemba Walker,Dwight Howard,Dwayne Bacon,Marvin Williams,Frank Kaminsky,Treveon Graham,Malik Monk,Johnny O'Bryant,Julyan Stone,,,,,
15172,SAC,2018,George Hill,Zach Randolph,Buddy Hield,Willie Cauley-Stein,Justin Jackson,Garrett Temple,De'Aaron Fox,Kosta Koufos,Vince Carter,Skal Labissière,,,,,
15173,DAL,2018,Harrison Barnes,Wesley Matthews,Dirk Nowitzki,J.J. Barea,Nerlens Noel,Yogi Ferrell,Dorian Finney-Smith,Salah Mejri,Gian Clavell,Dwight Powell,,,,,
15174,POR,2018,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Jusuf Nurkić,Maurice Harkless,Evan Turner,Pat Connaughton,Ed Davis,Caleb Swanigan,Zach Collins,Shabazz Napier,Jake Layman,,,
15175,IND,2018,Victor Oladipo,Darren Collison,Thaddeus Young,Domantas Sabonis,Bojan Bogdanović,Cory Joseph,Lance Stephenson,T.J. Leaf,Al Jefferson,Damien Wilkins,Joe Young,Alex Poythress,Ike Anigbogu,,
15176,CLE,2018,LeBron James,Kevin Love,Dwyane Wade,Jae Crowder,Derrick Rose,Tristan Thompson,J.R. Smith,Kyle Korver,Jeff Green,Iman Shumpert,Channing Frye,José Calderón,Cedi Osman,,
15177,MIL,2018,Giannis Antetokounmpo,Khris Middleton,Malcolm Brogdon,Tony Snell,Thon Maker,Matthew Dellavedova,Greg Monroe,Jason Terry,Mirza Teletović,John Henson,Sterling Brown,Rashad Vaughn,D.J. Wilson,,
15178,UTA,2018,Joe Ingles,Rudy Gobert,Ricky Rubio,Derrick Favors,Rodney Hood,Thabo Sefolosha,Donovan Mitchell,Joe Johnson,Ekpe Udoh,Alec Burks,,,,,
15179,MIN,2018,Jimmy Butler,Andrew Wiggins,Jeff Teague,Karl-Anthony Towns,Taj Gibson,Jamal Crawford,Gorgui Dieng,Tyus Jones,Nemanja Bjelica,Shabazz Muhammad,,,,,
15180,GSW,2018,Kevin Durant,Klay Thompson,Stephen Curry,Draymond Green,Zaza Pachulia,Andre Iguodala,Shaun Livingston,David West,Nick Young,JaVale McGee,Jordan Bell,,,,
15181,NOP,2018,Anthony Davis,Jrue Holiday,DeMarcus Cousins,Dante Cunningham,E'Twaun Moore,Ian Clark,Jordan Crawford,Darius Miller,Tony Allen,,,,,,
15182,BOS,2018,Jaylen Brown,Al Horford,Kyrie Irving,Jayson Tatum,Aron Baynes,Terry Rozier,Shane Larkin,Jabari Bird,Daniel Theis,Abdel Nader,Guerschon Yabusele,,,,
15183,PHI,2018,Ben Simmons,J.J. Redick,Jerryd Bayless,Joel Embiid,Robert Covington,Dario Šarić,Markelle Fultz,Timothé Luwawu-Cabarrot,T.J. McConnell,Amir Johnson,Justin Anderson,,,,
15184,LAL,2018,Lonzo Ball,Brandon Ingram,Corey Brewer,Brook Lopez,Larry Nance Jr.,Kyle Kuzma,Jordan Clarkson,Julius Randle,Andrew Bogut,Alex Caruso,Tyler Ennis,Josh Hart,,,
15185,PHO,2018,Devin Booker,T.J. Warren,Eric Bledsoe,Tyson Chandler,Josh Jackson,Mike James,Alex Len,Dragan Bender,Marquese Chriss,Troy Daniels,,,,,
15186,DET,2018,Tobias Harris,Avery Bradley,Reggie Jackson,Andre Drummond,Stanley Johnson,Jon Leuer,Luke Kennard,Ish Smith,Eric Moreland,Langston Galloway,,,,,
15187,WAS,2018,Otto Porter Jr.,Kelly Oubre Jr.,Bradley Beal,Marcin Gortat,John Wall,Mike Scott,Jodie Meeks,Tim Frazier,Ian Mahinmi,,,,,,
15188,SAS,2018,LaMarcus Aldridge,Kyle Anderson,Danny Green,Dejounte Murray,Pau Gasol,Manu Ginóbili,Rudy Gay,Patty Mills,Joffrey Lauvergne,Bryn Forbes,,,,,
15189,CHI,2018,Lauri Markkanen,Justin Holiday,Jerian Grant,Robin Lopez,Paul Zipser,Denzel Valentine,Cristiano Felício,David Nwaba,Kay Felder,,,,,,
15190,ORL,2018,Nikola Vučević,D.J. Augustin,Evan Fournier,Terrence Ross,Jonathan Isaac,Mario Hezonja,Shelvin Mack,Jonathon Simmons,Marreese Speights,Bismack Biyombo,Wes Iwundu,Arron Afflalo,Khem Birch,,
