,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
42,240.0,240.0,41.0,83.0,0.494,3.0,30.0,0.1,13.0,20.0,0.65,9.0,24.0,33.0,28.0,8.0,6.0,16.0,24.0,98.0,,,0.534,0.512,0.361,0.241,22.0,68.6,43.4,68.3,8.4,10.5,14.8,100.0,102.5,128.6,,,8.0,13.0,1.0,2.0,7.0,0.4,3.0,5.0,1.0,2.0,6.0,7.0,5.0,2.0,3.0,3.0,6.0,20.0,14.2,5.0,1.0,1.0,1.0,2.0,26.6,35.4,20.7,53.2,11.4,22.5,50.0,29.7,202.0,138.0,IND,98,0,1,240.0,240.0,44.0,84.0,0.524,12.0,27.0,0.444,23.0,29.0,0.793,11.0,32.0,43.0,19.0,5.0,4.0,12.0,18.0,123.0,,,0.636,0.595,0.321,0.345,31.4,78.0,56.6,43.2,5.2,7.5,11.0,100.0,128.6,102.5,,,10.0,19.0,1.0,3.0,6.0,1.0,9.0,10.0,1.0,4.0,11.0,15.0,5.0,1.0,2.0,3.0,4.0,26.0,22.6,36.0,1.136,1.0,0.556,0.909,17.0,39.9,29.3,28.7,2.3,31.7,100.0,32.5,200.0,109.0,NYK,123,1,2025,2024-10-25,False
43,240.0,240.0,44.0,84.0,0.524,12.0,27.0,0.444,23.0,29.0,0.793,11.0,32.0,43.0,19.0,5.0,4.0,12.0,18.0,123.0,,,0.636,0.595,0.321,0.345,31.4,78.0,56.6,43.2,5.2,7.5,11.0,100.0,128.6,102.5,,,10.0,19.0,1.0,3.0,6.0,1.0,9.0,10.0,1.0,4.0,11.0,15.0,5.0,1.0,2.0,3.0,4.0,26.0,22.6,36.0,1.136,1.0,0.556,0.909,17.0,39.9,29.3,28.7,2.3,31.7,100.0,32.5,200.0,109.0,NYK,123,1,0,240.0,240.0,41.0,83.0,0.494,3.0,30.0,0.1,13.0,20.0,0.65,9.0,24.0,33.0,28.0,8.0,6.0,16.0,24.0,98.0,,,0.534,0.512,0.361,0.241,22.0,68.6,43.4,68.3,8.4,10.5,14.8,100.0,102.5,128.6,,,8.0,13.0,1.0,2.0,7.0,0.4,3.0,5.0,1.0,2.0,6.0,7.0,5.0,2.0,3.0,3.0,6.0,20.0,14.2,5.0,1.0,1.0,1.0,2.0,26.6,35.4,20.7,53.2,11.4,22.5,50.0,29.7,202.0,138.0,IND,98,0,2025,2024-10-25,True
44,240.0,240.0,35.0,83.0,0.422,14.0,37.0,0.378,17.0,21.0,0.81,8.0,29.0,37.0,22.0,7.0,3.0,19.0,31.0,101.0,,,0.547,0.506,0.446,0.253,19.0,85.3,48.7,62.9,7.1,6.7,17.1,100.0,103.0,118.3,,,7.0,17.0,0.6,3.0,10.0,0.75,7.0,8.0,1.0,3.0,6.0,7.0,6.0,1.0,1.0,4.0,5.0,24.0,16.3,11.0,0.75,0.75,1.0,0.8,13.0,45.3,23.6,36.0,3.7,5.2,40.0,62.6,167.0,124.0,BRK,101,0,1,240.0,240.0,39.0,75.0,0.52,15.0,30.0,0.5,23.0,33.0,0.697,5.0,34.0,39.0,28.0,10.0,7.0,13.0,19.0,116.0,,,0.648,0.62,0.4,0.44,14.7,81.0,51.3,71.8,10.2,15.2,12.7,100.0,118.3,103.0,,,10.0,19.0,1.0,3.0,6.0,1.0,6.0,11.0,1.0,2.0,10.0,11.0,9.0,3.0,2.0,3.0,5.0,29.0,23.0,16.0,1.5,1.5,1.0,1.0,22.1,36.3,22.1,34.3,7.5,8.1,30.4,39.6,300.0,114.0,ORL,116,1,2025,2024-10-25,False
45,240.0,240.0,39.0,75.0,0.52,15.0,30.0,0.5,23.0,33.0,0.697,5.0,34.0,39.0,28.0,10.0,7.0,13.0,19.0,116.0,,,0.648,0.62,0.4,0.44,14.7,81.0,51.3,71.8,10.2,15.2,12.7,100.0,118.3,103.0,,,10.0,19.0,1.0,3.0,6.0,1.0,6.0,11.0,1.0,2.0,10.0,11.0,9.0,3.0,2.0,3.0,5.0,29.0,23.0,16.0,1.5,1.5,1.0,1.0,22.1,36.3,22.1,34.3,7.5,8.1,30.4,39.6,300.0,114.0,ORL,116,1,0,240.0,240.0,35.0,83.0,0.422,14.0,37.0,0.378,17.0,21.0,0.81,8.0,29.0,37.0,22.0,7.0,3.0,19.0,31.0,101.0,,,0.547,0.506,0.446,0.253,19.0,85.3,48.7,62.9,7.1,6.7,17.1,100.0,103.0,118.3,,,7.0,17.0,0.6,3.0,10.0,0.75,7.0,8.0,1.0,3.0,6.0,7.0,6.0,1.0,1.0,4.0,5.0,24.0,16.3,11.0,0.75,0.75,1.0,0.8,13.0,45.3,23.6,36.0,3.7,5.2,40.0,62.6,167.0,124.0,BRK,101,0,2025,2024-10-25,True
46,240.0,240.0,36.0,86.0,0.419,12.0,32.0,0.375,21.0,31.0,0.677,11.0,33.0,44.0,25.0,12.0,8.0,14.0,22.0,105.0,,,0.527,0.488,0.372,0.36,22.4,76.7,47.8,69.4,11.7,15.1,12.3,100.0,102.3,100.4,,,8.0,20.0,0.667,4.0,9.0,0.571,8.0,14.0,1.0,3.0,8.0,11.0,7.0,4.0,3.0,4.0,4.0,24.0,20.3,14.0,0.872,0.833,0.583,1.2,10.1,52.7,24.6,40.4,10.6,9.3,100.0,32.2,170.0,111.0,NOP,105,0,1,240.0,240.0,37.0,90.0,0.411,13.0,37.0,0.351,16.0,20.0,0.8,10.0,38.0,48.0,26.0,7.0,11.0,20.0,22.0,103.0,,,0.521,0.483,0.411,0.222,23.3,77.6,52.2,70.3,6.8,20.4,16.8,100.0,100.4,102.3,,,11.0,23.0,1.0,8.0,17.0,1.0,10.0,11.0,1.0,4.0,13.0,15.0,7.0,3.0,4.0,5.0,4.0,34.0,21.7,4.0,0.862,1.0,0.739,3.0,17.9,38.7,23.8,40.0,4.9,24.6,46.3,32.2,152.0,110.0,POR,103,1,2025,2024-10-25,True
47,240.0,240.0,37.0,90.0,0.411,13.0,37.0,0.351,16.0,20.0,0.8,10.0,38.0,48.0,26.0,7.0,11.0,20.0,22.0,103.0,,,0.521,0.483,0.411,0.222,23.3,77.6,52.2,70.3,6.8,20.4,16.8,100.0,100.4,102.3,,,11.0,23.0,1.0,8.0,17.0,1.0,10.0,11.0,1.0,4.0,13.0,15.0,7.0,3.0,4.0,5.0,4.0,34.0,21.7,4.0,0.862,1.0,0.739,3.0,17.9,38.7,23.8,40.0,4.9,24.6,46.3,32.2,152.0,110.0,POR,103,1,0,240.0,240.0,36.0,86.0,0.419,12.0,32.0,0.375,21.0,31.0,0.677,11.0,33.0,44.0,25.0,12.0,8.0,14.0,22.0,105.0,,,0.527,0.488,0.372,0.36,22.4,76.7,47.8,69.4,11.7,15.1,12.3,100.0,102.3,100.4,,,8.0,20.0,0.667,4.0,9.0,0.571,8.0,14.0,1.0,3.0,8.0,11.0,7.0,4.0,3.0,4.0,4.0,24.0,20.3,14.0,0.872,0.833,0.583,1.2,10.1,52.7,24.6,40.4,10.6,9.3,100.0,32.2,170.0,111.0,NOP,105,0,2025,2024-10-25,False
48,240.0,240.0,29.0,76.0,0.382,9.0,29.0,0.31,40.0,53.0,0.755,10.0,18.0,28.0,19.0,11.0,5.0,16.0,32.0,107.0,,,0.539,0.441,0.382,0.697,21.7,50.0,34.1,65.5,10.9,9.4,13.9,100.0,106.1,114.0,,,9.0,23.0,1.0,3.0,12.0,0.6,10.0,12.0,1.0,6.0,4.0,9.0,4.0,4.0,2.0,4.0,5.0,28.0,18.1,5.0,1.0,1.0,1.0,1.75,28.0,33.9,23.6,42.1,8.5,8.1,50.0,30.7,231.0,124.0,PHI,107,0,1,240.0,240.0,35.0,76.0,0.461,6.0,23.0,0.261,39.0,46.0,0.848,18.0,36.0,54.0,25.0,11.0,13.0,27.0,34.0,115.0,,,0.597,0.5,0.303,0.605,50.0,78.3,65.9,71.4,10.9,27.7,21.9,100.0,114.0,106.1,,,8.0,11.0,0.8,2.0,4.0,0.667,11.0,13.0,1.0,5.0,8.0,9.0,5.0,2.0,4.0,7.0,6.0,27.0,24.7,21.0,0.888,1.0,0.8,1.375,70.0,30.5,46.1,34.9,6.1,21.2,51.0,30.1,178.0,119.0,TOR,115,1,2025,2024-10-25,False
49,240.0,240.0,35.0,76.0,0.461,6.0,23.0,0.261,39.0,46.0,0.848,18.0,36.0,54.0,25.0,11.0,13.0,27.0,34.0,115.0,,,0.597,0.5,0.303,0.605,50.0,78.3,65.9,71.4,10.9,27.7,21.9,100.0,114.0,106.1,,,8.0,11.0,0.8,2.0,4.0,0.667,11.0,13.0,1.0,5.0,8.0,9.0,5.0,2.0,4.0,7.0,6.0,27.0,24.7,21.0,0.888,1.0,0.8,1.375,70.0,30.5,46.1,34.9,6.1,21.2,51.0,30.1,178.0,119.0,TOR,115,1,0,240.0,240.0,29.0,76.0,0.382,9.0,29.0,0.31,40.0,53.0,0.755,10.0,18.0,28.0,19.0,11.0,5.0,16.0,32.0,107.0,,,0.539,0.441,0.382,0.697,21.7,50.0,34.1,65.5,10.9,9.4,13.9,100.0,106.1,114.0,,,9.0,23.0,1.0,3.0,12.0,0.6,10.0,12.0,1.0,6.0,4.0,9.0,4.0,4.0,2.0,4.0,5.0,28.0,18.1,5.0,1.0,1.0,1.0,1.75,28.0,33.9,23.6,42.1,8.5,8.1,50.0,30.7,231.0,124.0,PHI,107,0,2025,2024-10-25,True
50,240.0,240.0,51.0,106.0,0.481,20.0,50.0,0.4,5.0,6.0,0.833,19.0,41.0,60.0,35.0,15.0,6.0,15.0,25.0,127.0,,,0.584,0.575,0.472,0.057,38.0,74.5,57.1,68.6,14.4,12.0,12.1,100.0,122.0,82.6,,,10.0,20.0,1.0,7.0,13.0,0.778,2.0,2.0,1.0,7.0,8.0,13.0,6.0,3.0,2.0,3.0,5.0,27.0,27.6,24.0,1.0,1.0,1.0,0.333,50.1,44.1,34.1,53.8,10.8,8.2,100.0,33.8,202.0,94.0,GSW,127,0,1,240.0,240.0,29.0,92.0,0.315,9.0,42.0,0.214,19.0,26.0,0.731,14.0,31.0,45.0,18.0,8.0,5.0,22.0,11.0,86.0,,,0.416,0.364,0.457,0.283,25.5,62.0,42.9,62.1,7.7,8.9,17.5,100.0,82.6,122.0,,,4.0,17.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,6.0,9.0,4.0,2.0,2.0,5.0,3.0,14.0,12.2,3.0,1.064,1.5,1.0,2.0,31.7,28.4,20.3,86.1,3.7,6.9,66.7,35.7,220.0,133.0,UTA,86,1,2025,2024-10-25,True
51,240.0,240.0,29.0,92.0,0.315,9.0,42.0,0.214,19.0,26.0,0.731,14.0,31.0,45.0,18.0,8.0,5.0,22.0,11.0,86.0,,,0.416,0.364,0.457,0.283,25.5,62.0,42.9,62.1,7.7,8.9,17.5,100.0,82.6,122.0,,,4.0,17.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,6.0,9.0,4.0,2.0,2.0,5.0,3.0,14.0,12.2,3.0,1.064,1.5,1.0,2.0,31.7,28.4,20.3,86.1,3.7,6.9,66.7,35.7,220.0,133.0,UTA,86,1,0,240.0,240.0,51.0,106.0,0.481,20.0,50.0,0.4,5.0,6.0,0.833,19.0,41.0,60.0,35.0,15.0,6.0,15.0,25.0,127.0,,,0.584,0.575,0.472,0.057,38.0,74.5,57.1,68.6,14.4,12.0,12.1,100.0,122.0,82.6,,,10.0,20.0,1.0,7.0,13.0,0.778,2.0,2.0,1.0,7.0,8.0,13.0,6.0,3.0,2.0,3.0,5.0,27.0,27.6,24.0,1.0,1.0,1.0,0.333,50.1,44.1,34.1,53.8,10.8,8.2,100.0,33.8,202.0,94.0,GSW,127,0,2025,2024-10-25,False
52,240.0,240.0,45.0,107.0,0.421,8.0,40.0,0.2,16.0,20.0,0.8,9.0,45.0,54.0,21.0,15.0,5.0,10.0,18.0,114.0,,,0.492,0.458,0.374,0.187,15.3,80.4,47.0,46.7,13.1,12.8,7.9,100.0,99.5,82.9,,,10.0,22.0,1.0,2.0,9.0,1.0,5.0,8.0,1.0,3.0,13.0,16.0,8.0,4.0,2.0,2.0,5.0,24.0,19.3,23.0,1.5,1.5,1.0,0.444,8.5,38.7,23.2,39.9,13.1,11.4,100.0,31.2,300.0,97.0,OKC,114,0,1,240.0,240.0,32.0,92.0,0.348,15.0,53.0,0.283,16.0,22.0,0.727,11.0,50.0,61.0,23.0,6.0,2.0,26.0,19.0,95.0,,,0.467,0.429,0.576,0.239,19.6,84.7,53.0,71.9,5.2,3.0,20.4,100.0,82.9,99.5,,,7.0,14.0,1.0,4.0,9.0,1.0,6.0,7.0,1.0,3.0,10.0,13.0,6.0,2.0,1.0,7.0,4.0,22.0,15.8,3.0,1.5,1.5,1.0,0.667,19.3,29.5,22.7,51.1,9.5,2.2,69.4,25.8,285.0,106.0,CHI,95,1,2025,2024-10-26,True
53,240.0,240.0,32.0,92.0,0.348,15.0,53.0,0.283,16.0,22.0,0.727,11.0,50.0,61.0,23.0,6.0,2.0,26.0,19.0,95.0,,,0.467,0.429,0.576,0.239,19.6,84.7,53.0,71.9,5.2,3.0,20.4,100.0,82.9,99.5,,,7.0,14.0,1.0,4.0,9.0,1.0,6.0,7.0,1.0,3.0,10.0,13.0,6.0,2.0,1.0,7.0,4.0,22.0,15.8,3.0,1.5,1.5,1.0,0.667,19.3,29.5,22.7,51.1,9.5,2.2,69.4,25.8,285.0,106.0,CHI,95,1,0,240.0,240.0,45.0,107.0,0.421,8.0,40.0,0.2,16.0,20.0,0.8,9.0,45.0,54.0,21.0,15.0,5.0,10.0,18.0,114.0,,,0.492,0.458,0.374,0.187,15.3,80.4,47.0,46.7,13.1,12.8,7.9,100.0,99.5,82.9,,,10.0,22.0,1.0,2.0,9.0,1.0,5.0,8.0,1.0,3.0,13.0,16.0,8.0,4.0,2.0,2.0,5.0,24.0,19.3,23.0,1.5,1.5,1.0,0.444,8.5,38.7,23.2,39.9,13.1,11.4,100.0,31.2,300.0,97.0,OKC,114,0,2025,2024-10-26,False
54,240.0,240.0,40.0,86.0,0.465,14.0,34.0,0.412,20.0,28.0,0.714,13.0,30.0,43.0,33.0,8.0,6.0,14.0,19.0,114.0,,,0.58,0.547,0.395,0.326,29.5,66.7,48.3,82.5,8.2,12.5,12.5,100.0,116.2,108.0,,,7.0,17.0,0.75,3.0,7.0,1.0,11.0,17.0,1.0,4.0,7.0,11.0,8.0,2.0,2.0,4.0,3.0,26.0,26.4,13.0,1.125,1.125,1.0,1.133,38.3,22.9,18.9,42.1,4.2,13.0,100.0,27.2,196.0,114.0,MIA,114,0,1,240.0,240.0,39.0,89.0,0.438,13.0,41.0,0.317,15.0,21.0,0.714,15.0,31.0,46.0,20.0,6.0,5.0,20.0,24.0,106.0,,,0.539,0.511,0.461,0.236,33.3,70.5,51.7,51.3,6.1,9.6,16.9,100.0,108.0,116.2,,,9.0,22.0,1.0,3.0,10.0,0.5,7.0,8.0,1.0,4.0,8.0,12.0,7.0,1.0,3.0,5.0,5.0,27.0,16.9,6.0,0.868,1.0,1.0,1.0,27.1,25.2,18.7,33.9,5.7,8.0,50.0,33.9,145.0,125.0,CHO,106,1,2025,2024-10-26,True
55,240.0,240.0,39.0,89.0,0.438,13.0,41.0,0.317,15.0,21.0,0.714,15.0,31.0,46.0,20.0,6.0,5.0,20.0,24.0,106.0,,,0.539,0.511,0.461,0.236,33.3,70.5,51.7,51.3,6.1,9.6,16.9,100.0,108.0,116.2,,,9.0,22.0,1.0,3.0,10.0,0.5,7.0,8.0,1.0,4.0,8.0,12.0,7.0,1.0,3.0,5.0,5.0,27.0,16.9,6.0,0.868,1.0,1.0,1.0,27.1,25.2,18.7,33.9,5.7,8.0,50.0,33.9,145.0,125.0,CHO,106,1,0,240.0,240.0,40.0,86.0,0.465,14.0,34.0,0.412,20.0,28.0,0.714,13.0,30.0,43.0,33.0,8.0,6.0,14.0,19.0,114.0,,,0.58,0.547,0.395,0.326,29.5,66.7,48.3,82.5,8.2,12.5,12.5,100.0,116.2,108.0,,,7.0,17.0,0.75,3.0,7.0,1.0,11.0,17.0,1.0,4.0,7.0,11.0,8.0,2.0,2.0,4.0,3.0,26.0,26.4,13.0,1.125,1.125,1.0,1.133,38.3,22.9,18.9,42.1,4.2,13.0,100.0,27.2,196.0,114.0,MIA,114,0,2025,2024-10-26,False
56,240.0,240.0,40.0,82.0,0.488,12.0,33.0,0.364,17.0,21.0,0.81,11.0,33.0,44.0,30.0,4.0,5.0,17.0,24.0,109.0,,,0.597,0.561,0.402,0.256,28.9,76.7,54.3,75.0,4.3,9.6,15.7,100.0,115.9,110.6,,,14.0,21.0,0.667,7.0,11.0,0.636,12.0,13.0,0.923,4.0,11.0,15.0,16.0,1.0,1.0,7.0,5.0,37.0,29.4,22.0,0.917,0.917,0.833,1.182,33.8,31.4,31.7,60.5,2.2,24.7,29.5,36.0,227.0,118.0,LAC,109,0,1,240.0,240.0,35.0,87.0,0.402,14.0,35.0,0.4,20.0,24.0,0.833,10.0,27.0,37.0,20.0,13.0,4.0,10.0,22.0,104.0,,,0.533,0.483,0.402,0.276,23.3,71.1,45.7,57.1,13.8,8.2,9.3,100.0,110.6,115.9,,,14.0,26.0,0.667,7.0,12.0,1.0,6.0,8.0,1.0,3.0,7.0,9.0,5.0,2.0,2.0,5.0,5.0,41.0,31.2,7.0,0.8,0.8,0.462,0.667,9.9,23.3,14.5,34.0,6.3,5.7,16.7,41.9,145.0,124.0,DEN,104,1,2025,2024-10-26,True
57,240.0,240.0,35.0,87.0,0.402,14.0,35.0,0.4,20.0,24.0,0.833,10.0,27.0,37.0,20.0,13.0,4.0,10.0,22.0,104.0,,,0.533,0.483,0.402,0.276,23.3,71.1,45.7,57.1,13.8,8.2,9.3,100.0,110.6,115.9,,,14.0,26.0,0.667,7.0,12.0,1.0,6.0,8.0,1.0,3.0,7.0,9.0,5.0,2.0,2.0,5.0,5.0,41.0,31.2,7.0,0.8,0.8,0.462,0.667,9.9,23.3,14.5,34.0,6.3,5.7,16.7,41.9,145.0,124.0,DEN,104,1,0,240.0,240.0,40.0,82.0,0.488,12.0,33.0,0.364,17.0,21.0,0.81,11.0,33.0,44.0,30.0,4.0,5.0,17.0,24.0,109.0,,,0.597,0.561,0.402,0.256,28.9,76.7,54.3,75.0,4.3,9.6,15.7,100.0,115.9,110.6,,,14.0,21.0,0.667,7.0,11.0,0.636,12.0,13.0,0.923,4.0,11.0,15.0,16.0,1.0,1.0,7.0,5.0,37.0,29.4,22.0,0.917,0.917,0.833,1.182,33.8,31.4,31.7,60.5,2.2,24.7,29.5,36.0,227.0,118.0,LAC,109,0,2025,2024-10-26,False
58,240.0,240.0,38.0,90.0,0.422,22.0,48.0,0.458,26.0,30.0,0.867,13.0,24.0,37.0,19.0,10.0,6.0,10.0,16.0,124.0,,,0.601,0.544,0.533,0.333,27.1,72.7,45.7,50.0,10.2,12.2,8.8,100.0,126.8,120.7,,,12.0,26.0,0.625,6.0,13.0,0.714,9.0,10.0,1.0,3.0,7.0,10.0,5.0,3.0,3.0,3.0,5.0,37.0,25.5,21.0,0.973,0.938,1.0,0.5,15.5,26.7,15.5,20.7,5.4,7.5,66.7,34.4,194.0,127.0,BOS,124,0,1,240.0,240.0,43.0,88.0,0.489,14.0,39.0,0.359,18.0,22.0,0.818,9.0,35.0,44.0,27.0,4.0,7.0,15.0,22.0,118.0,,,0.604,0.568,0.443,0.25,27.3,72.9,54.3,62.8,4.1,16.7,13.3,100.0,120.7,126.8,,,10.0,22.0,1.0,5.0,8.0,0.625,4.0,5.0,1.0,3.0,9.0,11.0,10.0,1.0,4.0,7.0,6.0,26.0,22.7,8.0,1.0,1.0,0.833,0.571,15.4,28.6,20.7,36.6,2.6,11.3,25.0,31.9,165.0,135.0,DET,118,1,2025,2024-10-26,True
59,240.0,240.0,43.0,88.0,0.489,14.0,39.0,0.359,18.0,22.0,0.818,9.0,35.0,44.0,27.0,4.0,7.0,15.0,22.0,118.0,,,0.604,0.568,0.443,0.25,27.3,72.9,54.3,62.8,4.1,16.7,13.3,100.0,120.7,126.8,,,10.0,22.0,1.0,5.0,8.0,0.625,4.0,5.0,1.0,3.0,9.0,11.0,10.0,1.0,4.0,7.0,6.0,26.0,22.7,8.0,1.0,1.0,0.833,0.571,15.4,28.6,20.7,36.6,2.6,11.3,25.0,31.9,165.0,135.0,DET,118,1,0,240.0,240.0,38.0,90.0,0.422,22.0,48.0,0.458,26.0,30.0,0.867,13.0,24.0,37.0,19.0,10.0,6.0,10.0,16.0,124.0,,,0.601,0.544,0.533,0.333,27.1,72.7,45.7,50.0,10.2,12.2,8.8,100.0,126.8,120.7,,,12.0,26.0,0.625,6.0,13.0,0.714,9.0,10.0,1.0,3.0,7.0,10.0,5.0,3.0,3.0,3.0,5.0,37.0,25.5,21.0,0.973,0.938,1.0,0.5,15.5,26.7,15.5,20.7,5.4,7.5,66.7,34.4,194.0,127.0,BOS,124,0,2025,2024-10-26,False
60,240.0,240.0,45.0,88.0,0.511,15.0,44.0,0.341,22.0,25.0,0.88,5.0,27.0,32.0,32.0,12.0,5.0,14.0,19.0,127.0,,,0.641,0.597,0.5,0.284,13.5,67.5,41.6,71.1,11.4,8.6,12.4,100.0,120.3,124.1,,,10.0,20.0,0.75,4.0,10.0,0.667,8.0,9.0,1.0,3.0,9.0,12.0,10.0,3.0,2.0,6.0,3.0,29.0,33.1,20.0,0.836,0.833,1.0,0.643,10.6,29.4,20.4,40.9,3.7,8.9,50.0,30.6,162.0,134.0,SAC,127,0,1,240.0,240.0,48.0,92.0,0.522,14.0,34.0,0.412,21.0,24.0,0.875,13.0,32.0,45.0,32.0,8.0,3.0,19.0,19.0,131.0,,,0.639,0.598,0.37,0.261,32.5,86.5,58.4,66.7,7.6,6.8,15.6,100.0,124.1,120.3,,,12.0,22.0,1.0,4.0,9.0,1.0,10.0,13.0,1.0,4.0,14.0,14.0,10.0,3.0,2.0,6.0,3.0,32.0,30.6,24.0,1.0,1.0,0.714,0.867,14.3,53.8,25.8,45.9,5.1,5.8,33.3,33.6,210.0,127.0,LAL,131,1,2025,2024-10-26,False
61,240.0,240.0,48.0,92.0,0.522,14.0,34.0,0.412,21.0,24.0,0.875,13.0,32.0,45.0,32.0,8.0,3.0,19.0,19.0,131.0,,,0.639,0.598,0.37,0.261,32.5,86.5,58.4,66.7,7.6,6.8,15.6,100.0,124.1,120.3,,,12.0,22.0,1.0,4.0,9.0,1.0,10.0,13.0,1.0,4.0,14.0,14.0,10.0,3.0,2.0,6.0,3.0,32.0,30.6,24.0,1.0,1.0,0.714,0.867,14.3,53.8,25.8,45.9,5.1,5.8,33.3,33.6,210.0,127.0,LAL,131,1,0,240.0,240.0,45.0,88.0,0.511,15.0,44.0,0.341,22.0,25.0,0.88,5.0,27.0,32.0,32.0,12.0,5.0,14.0,19.0,127.0,,,0.641,0.597,0.5,0.284,13.5,67.5,41.6,71.1,11.4,8.6,12.4,100.0,120.3,124.1,,,10.0,20.0,0.75,4.0,10.0,0.667,8.0,9.0,1.0,3.0,9.0,12.0,10.0,3.0,2.0,6.0,3.0,29.0,33.1,20.0,0.836,0.833,1.0,0.643,10.6,29.4,20.4,40.9,3.7,8.9,50.0,30.6,162.0,134.0,SAC,127,0,2025,2024-10-26,True
62,240.0,240.0,37.0,87.0,0.425,17.0,48.0,0.354,20.0,28.0,0.714,12.0,29.0,41.0,21.0,10.0,6.0,19.0,20.0,111.0,,,0.559,0.523,0.552,0.322,25.0,82.9,49.4,56.8,9.5,11.5,16.1,100.0,105.7,118.0,,,7.0,17.0,1.0,5.0,13.0,1.0,7.0,13.0,1.0,5.0,7.0,10.0,3.0,4.0,1.0,6.0,4.0,23.0,18.0,11.0,1.5,1.5,1.0,1.083,19.7,31.3,18.8,53.1,6.0,18.2,100.0,29.1,285.0,126.0,ORL,111,0,1,240.0,240.0,46.0,86.0,0.535,13.0,34.0,0.382,19.0,24.0,0.792,6.0,36.0,42.0,38.0,10.0,5.0,18.0,24.0,124.0,,,0.642,0.61,0.395,0.279,17.1,75.0,50.6,82.6,9.5,12.8,15.7,100.0,118.0,105.7,,,9.0,12.0,1.0,4.0,6.0,1.0,8.0,9.0,1.0,2.0,7.0,7.0,12.0,2.0,1.0,5.0,5.0,22.0,21.5,26.0,0.953,1.0,1.0,2.0,12.0,28.5,17.6,70.7,5.2,6.4,41.7,60.8,173.0,117.0,MEM,124,1,2025,2024-10-26,False
63,240.0,240.0,46.0,86.0,0.535,13.0,34.0,0.382,19.0,24.0,0.792,6.0,36.0,42.0,38.0,10.0,5.0,18.0,24.0,124.0,,,0.642,0.61,0.395,0.279,17.1,75.0,50.6,82.6,9.5,12.8,15.7,100.0,118.0,105.7,,,9.0,12.0,1.0,4.0,6.0,1.0,8.0,9.0,1.0,2.0,7.0,7.0,12.0,2.0,1.0,5.0,5.0,22.0,21.5,26.0,0.953,1.0,1.0,2.0,12.0,28.5,17.6,70.7,5.2,6.4,41.7,60.8,173.0,117.0,MEM,124,1,0,240.0,240.0,37.0,87.0,0.425,17.0,48.0,0.354,20.0,28.0,0.714,12.0,29.0,41.0,21.0,10.0,6.0,19.0,20.0,111.0,,,0.559,0.523,0.552,0.322,25.0,82.9,49.4,56.8,9.5,11.5,16.1,100.0,105.7,118.0,,,7.0,17.0,1.0,5.0,13.0,1.0,7.0,13.0,1.0,5.0,7.0,10.0,3.0,4.0,1.0,6.0,4.0,23.0,18.0,11.0,1.5,1.5,1.0,1.083,19.7,31.3,18.8,53.1,6.0,18.2,100.0,29.1,285.0,126.0,ORL,111,0,2025,2024-10-26,True
