,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,won,PER_Combined,PER_Combined_opp
14407,240.0,50.0,98.0,0.51,16.0,37.0,0.432,14.0,19.0,0.737,12.0,37.0,49.0,25.0,3.0,7.0,6.0,27.0,0.611,0.592,0.378,0.194,25.0,72.5,49.5,50.0,3.0,10.0,5.3,100.0,132.1,119.9,9.0,18.0,0.8,8.0,13.0,1.0,5.0,7.0,1.0,6.0,10.0,14.0,13.0,2.0,5.0,3.0,5.0,27.0,14.0,0.95,0.95,1.0,1.0,20.0,28.6,22.6,56.6,3.3,11.4,23.1,29.1,164.0,128.0,NYK,130,1,42.0,94.0,0.447,6.0,24.0,0.25,28.0,31.0,0.903,14.0,36.0,50.0,18.0,3.0,4.0,7.0,20.0,0.548,0.479,0.255,0.33,27.5,75.0,50.5,42.9,3.0,6.6,6.1,100.0,119.9,132.1,12.0,22.0,0.857,2.0,8.0,0.5,8.0,10.0,1.0,6.0,9.0,9.0,4.0,1.0,2.0,2.0,4.0,32.0,9.0,0.81,0.857,0.75,1.0,32.8,52.3,42.3,24.6,3.2,7.4,100.0,34.2,180.0,139.0,SAS,118,0,2019,True,72.1,89.6
14408,240.0,42.0,91.0,0.462,14.0,36.0,0.389,15.0,20.0,0.75,12.0,40.0,52.0,29.0,6.0,8.0,12.0,16.0,0.566,0.538,0.396,0.22,25.0,87.0,55.3,69.0,6.0,12.7,10.7,100.0,112.9,98.0,10.0,21.0,0.833,3.0,8.0,1.0,7.0,7.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,3.0,4.0,28.0,12.0,0.872,1.0,0.727,0.4,11.5,30.7,20.0,45.5,5.5,6.8,30.4,37.5,174.0,103.0,ORL,113,0,38.0,91.0,0.418,11.0,28.0,0.393,11.0,14.0,0.786,6.0,36.0,42.0,30.0,6.0,2.0,13.0,20.0,0.504,0.478,0.308,0.154,13.0,75.0,44.7,78.9,6.0,3.6,11.8,100.0,98.0,112.9,7.0,14.0,0.6,2.0,6.0,1.0,5.0,5.0,1.0,3.0,11.0,11.0,10.0,4.0,2.0,5.0,4.0,19.0,7.0,0.735,0.7,1.0,0.5,13.1,29.9,15.3,44.9,5.4,4.8,25.0,29.3,141.0,122.0,TOR,98,1,2019,True,60.5,66.3
14409,240.0,38.0,91.0,0.418,11.0,28.0,0.393,11.0,14.0,0.786,6.0,36.0,42.0,30.0,6.0,2.0,13.0,20.0,0.504,0.478,0.308,0.154,13.0,75.0,44.7,78.9,6.0,3.6,11.8,100.0,98.0,112.9,7.0,14.0,0.6,2.0,6.0,1.0,5.0,5.0,1.0,3.0,11.0,11.0,10.0,4.0,2.0,5.0,4.0,19.0,7.0,0.735,0.7,1.0,0.5,13.1,29.9,15.3,44.9,5.4,4.8,25.0,29.3,141.0,122.0,TOR,98,1,42.0,91.0,0.462,14.0,36.0,0.389,15.0,20.0,0.75,12.0,40.0,52.0,29.0,6.0,8.0,12.0,16.0,0.566,0.538,0.396,0.22,25.0,87.0,55.3,69.0,6.0,12.7,10.7,100.0,112.9,98.0,10.0,21.0,0.833,3.0,8.0,1.0,7.0,7.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,3.0,4.0,28.0,12.0,0.872,1.0,0.727,0.4,11.5,30.7,20.0,45.5,5.5,6.8,30.4,37.5,174.0,103.0,ORL,113,0,2019,False,66.3,60.5
14410,240.0,35.0,96.0,0.365,4.0,24.0,0.167,11.0,12.0,0.917,10.0,37.0,47.0,14.0,6.0,6.0,11.0,13.0,0.42,0.385,0.25,0.125,18.2,86.0,48.0,40.0,6.1,19.4,9.8,100.0,87.0,103.3,12.0,21.0,1.0,1.0,6.0,0.333,5.0,5.0,1.0,5.0,6.0,10.0,4.0,3.0,3.0,3.0,3.0,26.0,-1.0,1.0,1.0,0.714,0.357,38.2,33.3,30.0,26.0,5.8,13.5,100.0,27.3,200.0,112.0,SAS,85,0,35.0,81.0,0.432,19.0,50.0,0.38,12.0,16.0,0.75,6.0,45.0,51.0,24.0,5.0,5.0,15.0,15.0,0.574,0.549,0.617,0.198,14.0,81.8,52.0,68.6,5.1,6.9,14.6,100.0,103.3,87.0,9.0,19.0,1.0,5.0,11.0,0.833,4.0,4.0,1.0,1.0,11.0,12.0,8.0,1.0,1.0,3.0,5.0,23.0,14.0,1.008,1.071,1.0,1.0,10.2,35.3,21.6,48.5,4.5,4.1,29.1,29.3,158.0,95.0,BRK,101,1,2019,False,95.50000000000001,80.7
14411,240.0,35.0,81.0,0.432,19.0,50.0,0.38,12.0,16.0,0.75,6.0,45.0,51.0,24.0,5.0,5.0,15.0,15.0,0.574,0.549,0.617,0.198,14.0,81.8,52.0,68.6,5.1,6.9,14.6,100.0,103.3,87.0,9.0,19.0,1.0,5.0,11.0,0.833,4.0,4.0,1.0,1.0,11.0,12.0,8.0,1.0,1.0,3.0,5.0,23.0,14.0,1.008,1.071,1.0,1.0,10.2,35.3,21.6,48.5,4.5,4.1,29.1,29.3,158.0,95.0,BRK,101,1,35.0,96.0,0.365,4.0,24.0,0.167,11.0,12.0,0.917,10.0,37.0,47.0,14.0,6.0,6.0,11.0,13.0,0.42,0.385,0.25,0.125,18.2,86.0,48.0,40.0,6.1,19.4,9.8,100.0,87.0,103.3,12.0,21.0,1.0,1.0,6.0,0.333,5.0,5.0,1.0,5.0,6.0,10.0,4.0,3.0,3.0,3.0,3.0,26.0,-1.0,1.0,1.0,0.714,0.357,38.2,33.3,30.0,26.0,5.8,13.5,100.0,27.3,200.0,112.0,SAS,85,0,2019,True,80.7,95.50000000000001
14412,240.0,42.0,91.0,0.462,17.0,49.0,0.347,16.0,23.0,0.696,8.0,37.0,45.0,26.0,3.0,6.0,8.0,22.0,0.579,0.555,0.538,0.253,18.6,86.0,52.3,61.9,3.0,9.1,7.3,100.0,117.8,106.7,7.0,16.0,1.0,4.0,9.0,1.0,7.0,10.0,1.0,2.0,6.0,8.0,5.0,1.0,5.0,2.0,4.0,22.0,25.0,1.5,1.5,1.0,2.0,11.4,36.6,22.9,33.9,2.1,13.4,34.7,41.5,280.0,113.0,MIL,117,0,41.0,92.0,0.446,9.0,26.0,0.346,15.0,22.0,0.682,6.0,35.0,41.0,31.0,3.0,3.0,7.0,18.0,0.521,0.495,0.283,0.239,14.0,81.4,47.7,75.6,3.0,7.1,6.4,100.0,106.7,117.8,11.0,22.0,0.625,2.0,6.0,1.0,5.0,7.0,1.0,3.0,9.0,12.0,9.0,1.0,2.0,3.0,4.0,26.0,15.0,0.681,0.656,1.0,1.5,9.4,28.2,18.8,33.1,1.7,6.3,20.9,28.3,129.0,122.0,CHI,106,1,2019,True,67.0,78.0
14413,240.0,41.0,92.0,0.446,9.0,26.0,0.346,15.0,22.0,0.682,6.0,35.0,41.0,31.0,3.0,3.0,7.0,18.0,0.521,0.495,0.283,0.239,14.0,81.4,47.7,75.6,3.0,7.1,6.4,100.0,106.7,117.8,11.0,22.0,0.625,2.0,6.0,1.0,5.0,7.0,1.0,3.0,9.0,12.0,9.0,1.0,2.0,3.0,4.0,26.0,15.0,0.681,0.656,1.0,1.5,9.4,28.2,18.8,33.1,1.7,6.3,20.9,28.3,129.0,122.0,CHI,106,1,42.0,91.0,0.462,17.0,49.0,0.347,16.0,23.0,0.696,8.0,37.0,45.0,26.0,3.0,6.0,8.0,22.0,0.579,0.555,0.538,0.253,18.6,86.0,52.3,61.9,3.0,9.1,7.3,100.0,117.8,106.7,7.0,16.0,1.0,4.0,9.0,1.0,7.0,10.0,1.0,2.0,6.0,8.0,5.0,1.0,5.0,2.0,4.0,22.0,25.0,1.5,1.5,1.0,2.0,11.4,36.6,22.9,33.9,2.1,13.4,34.7,41.5,280.0,113.0,MIL,117,0,2019,False,78.0,67.0
14414,240.0,48.0,95.0,0.505,14.0,41.0,0.341,11.0,13.0,0.846,13.0,36.0,49.0,35.0,9.0,8.0,15.0,18.0,0.601,0.579,0.432,0.137,31.0,80.0,56.3,72.9,8.9,13.8,13.0,100.0,119.7,108.8,11.0,19.0,0.75,4.0,14.0,0.6,5.0,5.0,1.0,3.0,10.0,11.0,10.0,4.0,3.0,6.0,3.0,26.0,19.0,0.829,0.813,0.778,0.333,31.4,34.0,21.0,35.9,5.4,7.9,41.6,27.6,173.0,119.0,GSW,121,0,40.0,91.0,0.44,7.0,33.0,0.212,23.0,26.0,0.885,9.0,29.0,38.0,23.0,13.0,6.0,12.0,11.0,0.537,0.478,0.363,0.286,20.0,69.0,43.7,57.5,12.9,11.1,10.5,100.0,108.8,119.7,13.0,24.0,0.929,3.0,12.0,0.333,6.0,8.0,1.0,4.0,5.0,9.0,7.0,4.0,3.0,5.0,4.0,28.0,2.0,0.941,0.929,0.667,4.0,11.4,42.9,25.9,33.3,6.1,7.1,23.3,30.8,178.0,132.0,CHA,110,1,2019,True,96.1,63.4
14415,240.0,40.0,91.0,0.44,7.0,33.0,0.212,23.0,26.0,0.885,9.0,29.0,38.0,23.0,13.0,6.0,12.0,11.0,0.537,0.478,0.363,0.286,20.0,69.0,43.7,57.5,12.9,11.1,10.5,100.0,108.8,119.7,13.0,24.0,0.929,3.0,12.0,0.333,6.0,8.0,1.0,4.0,5.0,9.0,7.0,4.0,3.0,5.0,4.0,28.0,2.0,0.941,0.929,0.667,4.0,11.4,42.9,25.9,33.3,6.1,7.1,23.3,30.8,178.0,132.0,CHA,110,1,48.0,95.0,0.505,14.0,41.0,0.341,11.0,13.0,0.846,13.0,36.0,49.0,35.0,9.0,8.0,15.0,18.0,0.601,0.579,0.432,0.137,31.0,80.0,56.3,72.9,8.9,13.8,13.0,100.0,119.7,108.8,11.0,19.0,0.75,4.0,14.0,0.6,5.0,5.0,1.0,3.0,10.0,11.0,10.0,4.0,3.0,6.0,3.0,26.0,19.0,0.829,0.813,0.778,0.333,31.4,34.0,21.0,35.9,5.4,7.9,41.6,27.6,173.0,119.0,GSW,121,0,2019,False,63.4,96.1
14416,240.0,44.0,78.0,0.564,18.0,29.0,0.621,17.0,22.0,0.773,6.0,39.0,45.0,26.0,5.0,6.0,13.0,24.0,0.701,0.679,0.372,0.282,18.2,75.0,52.9,59.1,5.4,10.9,12.9,100.0,132.5,118.5,12.0,18.0,0.833,7.0,9.0,1.0,6.0,6.0,1.0,1.0,7.0,8.0,8.0,2.0,2.0,4.0,5.0,35.0,20.0,1.25,1.25,0.833,1.0,8.1,24.8,18.0,28.3,4.0,6.7,25.8,31.4,179.0,129.0,POR,123,0,37.0,89.0,0.416,13.0,34.0,0.382,23.0,26.0,0.885,13.0,27.0,40.0,22.0,4.0,1.0,7.0,20.0,0.548,0.489,0.382,0.292,25.0,81.8,47.1,59.5,4.3,2.0,6.5,100.0,118.5,132.5,10.0,18.0,1.0,3.0,8.0,1.0,5.0,5.0,1.0,4.0,9.0,12.0,5.0,1.0,1.0,2.0,5.0,27.0,4.0,0.798,1.0,0.667,2.0,13.0,46.8,24.2,46.6,1.9,6.7,20.0,31.2,190.0,137.0,CLE,110,1,2019,True,51.7,39.0
14417,240.0,37.0,89.0,0.416,13.0,34.0,0.382,23.0,26.0,0.885,13.0,27.0,40.0,22.0,4.0,1.0,7.0,20.0,0.548,0.489,0.382,0.292,25.0,81.8,47.1,59.5,4.3,2.0,6.5,100.0,118.5,132.5,10.0,18.0,1.0,3.0,8.0,1.0,5.0,5.0,1.0,4.0,9.0,12.0,5.0,1.0,1.0,2.0,5.0,27.0,4.0,0.798,1.0,0.667,2.0,13.0,46.8,24.2,46.6,1.9,6.7,20.0,31.2,190.0,137.0,CLE,110,1,44.0,78.0,0.564,18.0,29.0,0.621,17.0,22.0,0.773,6.0,39.0,45.0,26.0,5.0,6.0,13.0,24.0,0.701,0.679,0.372,0.282,18.2,75.0,52.9,59.1,5.4,10.9,12.9,100.0,132.5,118.5,12.0,18.0,0.833,7.0,9.0,1.0,6.0,6.0,1.0,1.0,7.0,8.0,8.0,2.0,2.0,4.0,5.0,35.0,20.0,1.25,1.25,0.833,1.0,8.1,24.8,18.0,28.3,4.0,6.7,25.8,31.4,179.0,129.0,POR,123,0,2019,False,39.0,51.7
14418,240.0,40.0,87.0,0.46,10.0,26.0,0.385,19.0,21.0,0.905,12.0,30.0,42.0,23.0,8.0,8.0,11.0,23.0,0.566,0.517,0.299,0.241,27.3,66.7,47.2,57.5,8.6,17.0,10.3,100.0,117.5,121.8,9.0,18.0,0.692,4.0,7.0,0.75,6.0,7.0,1.0,6.0,6.0,12.0,5.0,3.0,3.0,3.0,5.0,25.0,5.0,0.715,0.692,1.0,0.667,22.3,34.3,23.2,28.0,5.3,10.3,25.0,29.1,160.0,130.0,IND,109,0,39.0,88.0,0.443,18.0,41.0,0.439,17.0,26.0,0.654,15.0,32.0,47.0,28.0,8.0,4.0,12.0,20.0,0.568,0.545,0.466,0.295,33.3,72.7,52.8,71.8,8.6,6.6,10.8,100.0,121.8,117.5,12.0,21.0,0.7,5.0,10.0,0.625,6.0,8.0,1.0,9.0,8.0,16.0,10.0,2.0,3.0,3.0,3.0,26.0,13.0,0.95,0.95,1.0,1.0,25.0,24.7,22.5,43.9,2.9,6.2,100.0,28.6,161.0,126.0,DET,113,1,2019,False,95.39999999999999,56.5
14419,240.0,39.0,88.0,0.443,18.0,41.0,0.439,17.0,26.0,0.654,15.0,32.0,47.0,28.0,8.0,4.0,12.0,20.0,0.568,0.545,0.466,0.295,33.3,72.7,52.8,71.8,8.6,6.6,10.8,100.0,121.8,117.5,12.0,21.0,0.7,5.0,10.0,0.625,6.0,8.0,1.0,9.0,8.0,16.0,10.0,2.0,3.0,3.0,3.0,26.0,13.0,0.95,0.95,1.0,1.0,25.0,24.7,22.5,43.9,2.9,6.2,100.0,28.6,161.0,126.0,DET,113,1,40.0,87.0,0.46,10.0,26.0,0.385,19.0,21.0,0.905,12.0,30.0,42.0,23.0,8.0,8.0,11.0,23.0,0.566,0.517,0.299,0.241,27.3,66.7,47.2,57.5,8.6,17.0,10.3,100.0,117.5,121.8,9.0,18.0,0.692,4.0,7.0,0.75,6.0,7.0,1.0,6.0,6.0,12.0,5.0,3.0,3.0,3.0,5.0,25.0,5.0,0.715,0.692,1.0,0.667,22.3,34.3,23.2,28.0,5.3,10.3,25.0,29.1,160.0,130.0,IND,109,0,2019,True,56.5,95.39999999999999
14420,240.0,39.0,80.0,0.488,17.0,38.0,0.447,16.0,23.0,0.696,10.0,31.0,41.0,21.0,6.0,6.0,17.0,24.0,0.616,0.594,0.475,0.288,28.6,72.1,52.6,53.8,6.2,15.4,15.9,100.0,115.4,123.7,12.0,23.0,0.7,8.0,12.0,1.0,5.0,7.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,5.0,5.0,36.0,6.0,0.765,0.75,1.0,1.0,20.6,31.1,22.8,38.0,3.0,10.6,29.8,31.7,171.0,133.0,ATL,111,0,39.0,90.0,0.433,15.0,51.0,0.294,26.0,30.0,0.867,12.0,25.0,37.0,24.0,11.0,4.0,12.0,18.0,0.577,0.517,0.567,0.333,27.9,71.4,47.4,61.5,11.4,9.5,10.4,100.0,123.7,115.4,7.0,21.0,0.75,4.0,11.0,0.5,14.0,16.0,1.0,7.0,6.0,10.0,8.0,4.0,2.0,6.0,5.0,28.0,18.0,0.765,0.75,0.875,0.762,30.4,23.3,23.9,42.2,6.6,8.9,17.6,39.9,164.0,124.0,HOU,119,1,2019,False,99.8,80.5
14421,240.0,39.0,90.0,0.433,15.0,51.0,0.294,26.0,30.0,0.867,12.0,25.0,37.0,24.0,11.0,4.0,12.0,18.0,0.577,0.517,0.567,0.333,27.9,71.4,47.4,61.5,11.4,9.5,10.4,100.0,123.7,115.4,7.0,21.0,0.75,4.0,11.0,0.5,14.0,16.0,1.0,7.0,6.0,10.0,8.0,4.0,2.0,6.0,5.0,28.0,18.0,0.765,0.75,0.875,0.762,30.4,23.3,23.9,42.2,6.6,8.9,17.6,39.9,164.0,124.0,HOU,119,1,39.0,80.0,0.488,17.0,38.0,0.447,16.0,23.0,0.696,10.0,31.0,41.0,21.0,6.0,6.0,17.0,24.0,0.616,0.594,0.475,0.288,28.6,72.1,52.6,53.8,6.2,15.4,15.9,100.0,115.4,123.7,12.0,23.0,0.7,8.0,12.0,1.0,5.0,7.0,1.0,3.0,9.0,12.0,8.0,2.0,2.0,5.0,5.0,36.0,6.0,0.765,0.75,1.0,1.0,20.6,31.1,22.8,38.0,3.0,10.6,29.8,31.7,171.0,133.0,ATL,111,0,2019,True,80.5,99.8
14422,240.0,37.0,76.0,0.487,14.0,36.0,0.389,24.0,27.0,0.889,7.0,38.0,45.0,28.0,3.0,9.0,17.0,20.0,0.637,0.579,0.474,0.355,18.4,80.9,52.9,75.7,3.0,16.4,16.2,100.0,113.7,122.8,10.0,16.0,0.909,4.0,11.0,1.0,10.0,12.0,1.0,4.0,9.0,10.0,10.0,2.0,2.0,9.0,5.0,28.0,11.0,1.01,1.0,0.7,2.5,13.8,28.1,17.3,55.0,2.7,9.6,34.2,36.8,209.0,131.0,DAL,112,0,45.0,100.0,0.45,17.0,45.0,0.378,14.0,18.0,0.778,9.0,31.0,40.0,33.0,11.0,4.0,5.0,22.0,0.561,0.535,0.45,0.18,19.1,81.6,47.1,73.3,11.2,10.0,4.4,100.0,122.8,113.7,14.0,23.0,0.824,5.0,11.0,1.0,5.0,6.0,1.0,2.0,7.0,8.0,10.0,3.0,2.0,2.0,5.0,32.0,18.0,0.833,0.824,0.846,0.308,12.3,46.3,27.2,40.7,8.8,8.3,15.5,32.4,162.0,124.0,LAC,121,1,2019,False,82.1,84.9
14423,240.0,45.0,100.0,0.45,17.0,45.0,0.378,14.0,18.0,0.778,9.0,31.0,40.0,33.0,11.0,4.0,5.0,22.0,0.561,0.535,0.45,0.18,19.1,81.6,47.1,73.3,11.2,10.0,4.4,100.0,122.8,113.7,14.0,23.0,0.824,5.0,11.0,1.0,5.0,6.0,1.0,2.0,7.0,8.0,10.0,3.0,2.0,2.0,5.0,32.0,18.0,0.833,0.824,0.846,0.308,12.3,46.3,27.2,40.7,8.8,8.3,15.5,32.4,162.0,124.0,LAC,121,1,37.0,76.0,0.487,14.0,36.0,0.389,24.0,27.0,0.889,7.0,38.0,45.0,28.0,3.0,9.0,17.0,20.0,0.637,0.579,0.474,0.355,18.4,80.9,52.9,75.7,3.0,16.4,16.2,100.0,113.7,122.8,10.0,16.0,0.909,4.0,11.0,1.0,10.0,12.0,1.0,4.0,9.0,10.0,10.0,2.0,2.0,9.0,5.0,28.0,11.0,1.01,1.0,0.7,2.5,13.8,28.1,17.3,55.0,2.7,9.6,34.2,36.8,209.0,131.0,DAL,112,0,2019,True,84.9,82.1
14424,240.0,40.0,89.0,0.449,10.0,27.0,0.37,15.0,20.0,0.75,10.0,36.0,46.0,25.0,8.0,5.0,17.0,28.0,0.537,0.506,0.303,0.225,19.2,70.6,44.7,62.5,7.9,8.8,14.8,100.0,103.1,108.0,12.0,23.0,0.667,4.0,9.0,1.0,8.0,10.0,0.833,4.0,9.0,12.0,11.0,3.0,2.0,5.0,5.0,32.0,7.0,0.775,0.75,1.0,0.435,19.6,29.6,22.3,43.8,5.3,15.0,100.0,34.1,133.0,118.0,LAL,105,0,41.0,93.0,0.441,9.0,36.0,0.25,19.0,23.0,0.826,15.0,42.0,57.0,20.0,7.0,5.0,14.0,21.0,0.533,0.489,0.387,0.247,29.4,80.8,55.3,48.8,6.9,8.1,12.0,100.0,108.0,103.1,10.0,17.0,0.75,3.0,8.0,0.5,7.0,8.0,1.0,5.0,9.0,13.0,5.0,2.0,2.0,5.0,4.0,30.0,11.0,0.75,0.75,0.8,0.75,18.9,36.5,24.6,28.4,5.0,6.2,22.5,36.6,146.0,111.0,MEM,110,1,2019,False,90.8,81.3
14425,240.0,41.0,93.0,0.441,9.0,36.0,0.25,19.0,23.0,0.826,15.0,42.0,57.0,20.0,7.0,5.0,14.0,21.0,0.533,0.489,0.387,0.247,29.4,80.8,55.3,48.8,6.9,8.1,12.0,100.0,108.0,103.1,10.0,17.0,0.75,3.0,8.0,0.5,7.0,8.0,1.0,5.0,9.0,13.0,5.0,2.0,2.0,5.0,4.0,30.0,11.0,0.75,0.75,0.8,0.75,18.9,36.5,24.6,28.4,5.0,6.2,22.5,36.6,146.0,111.0,MEM,110,1,40.0,89.0,0.449,10.0,27.0,0.37,15.0,20.0,0.75,10.0,36.0,46.0,25.0,8.0,5.0,17.0,28.0,0.537,0.506,0.303,0.225,19.2,70.6,44.7,62.5,7.9,8.8,14.8,100.0,103.1,108.0,12.0,23.0,0.667,4.0,9.0,1.0,8.0,10.0,0.833,4.0,9.0,12.0,11.0,3.0,2.0,5.0,5.0,32.0,7.0,0.775,0.75,1.0,0.435,19.6,29.6,22.3,43.8,5.3,15.0,100.0,34.1,133.0,118.0,LAL,105,0,2019,True,81.3,90.8
14426,240.0,45.0,89.0,0.506,13.0,32.0,0.406,21.0,25.0,0.84,7.0,32.0,39.0,30.0,9.0,1.0,14.0,20.0,0.62,0.579,0.36,0.281,18.9,69.6,47.0,66.7,8.7,1.5,12.3,100.0,119.7,116.8,6.0,16.0,0.833,3.0,9.0,1.0,5.0,5.0,1.0,3.0,7.0,10.0,9.0,2.0,1.0,4.0,5.0,20.0,17.0,1.087,1.083,0.563,1.0,24.2,29.2,23.1,36.3,3.7,3.1,25.8,28.5,209.0,125.0,PHO,124,0,48.0,97.0,0.495,9.0,29.0,0.31,16.0,20.0,0.8,14.0,30.0,44.0,31.0,10.0,4.0,14.0,20.0,0.572,0.541,0.299,0.206,30.4,81.1,53.0,64.6,9.7,7.0,11.7,100.0,116.8,119.7,14.0,19.0,1.0,4.0,7.0,1.0,6.0,7.0,1.0,6.0,8.0,11.0,9.0,3.0,2.0,4.0,5.0,29.0,7.0,1.5,1.5,1.0,1.0,23.5,36.5,24.4,25.7,4.6,5.6,50.0,31.4,160.0,128.0,MIA,121,1,2019,True,67.3,83.4
14427,240.0,48.0,97.0,0.495,9.0,29.0,0.31,16.0,20.0,0.8,14.0,30.0,44.0,31.0,10.0,4.0,14.0,20.0,0.572,0.541,0.299,0.206,30.4,81.1,53.0,64.6,9.7,7.0,11.7,100.0,116.8,119.7,14.0,19.0,1.0,4.0,7.0,1.0,6.0,7.0,1.0,6.0,8.0,11.0,9.0,3.0,2.0,4.0,5.0,29.0,7.0,1.5,1.5,1.0,1.0,23.5,36.5,24.4,25.7,4.6,5.6,50.0,31.4,160.0,128.0,MIA,121,1,45.0,89.0,0.506,13.0,32.0,0.406,21.0,25.0,0.84,7.0,32.0,39.0,30.0,9.0,1.0,14.0,20.0,0.62,0.579,0.36,0.281,18.9,69.6,47.0,66.7,8.7,1.5,12.3,100.0,119.7,116.8,6.0,16.0,0.833,3.0,9.0,1.0,5.0,5.0,1.0,3.0,7.0,10.0,9.0,2.0,1.0,4.0,5.0,20.0,17.0,1.087,1.083,0.563,1.0,24.2,29.2,23.1,36.3,3.7,3.1,25.8,28.5,209.0,125.0,PHO,124,0,2019,False,83.4,67.3
14428,240.0,37.0,95.0,0.389,9.0,26.0,0.346,22.0,29.0,0.759,14.0,30.0,44.0,20.0,13.0,2.0,19.0,27.0,0.487,0.437,0.274,0.305,25.0,81.1,47.3,54.1,11.9,3.8,15.0,100.0,96.3,102.8,9.0,24.0,0.643,3.0,6.0,1.0,6.0,7.0,1.0,5.0,6.0,11.0,6.0,4.0,2.0,5.0,5.0,25.0,9.0,0.751,0.75,1.0,1.0,11.6,40.8,16.2,30.6,6.9,4.9,50.0,34.6,144.0,111.0,SAC,105,0,42.0,83.0,0.506,8.0,31.0,0.258,20.0,28.0,0.714,7.0,42.0,49.0,23.0,10.0,6.0,22.0,28.0,0.587,0.554,0.373,0.337,18.9,75.0,52.7,54.8,9.2,8.7,18.8,100.0,102.8,96.3,13.0,18.0,0.75,3.0,7.0,0.5,5.0,7.0,1.0,3.0,19.0,21.0,8.0,4.0,2.0,4.0,5.0,34.0,20.0,0.82,0.806,0.75,1.0,22.6,52.8,35.2,37.3,6.8,4.5,38.1,38.1,136.0,104.0,MIN,112,1,2019,False,56.5,83.30000000000001
14429,240.0,42.0,83.0,0.506,8.0,31.0,0.258,20.0,28.0,0.714,7.0,42.0,49.0,23.0,10.0,6.0,22.0,28.0,0.587,0.554,0.373,0.337,18.9,75.0,52.7,54.8,9.2,8.7,18.8,100.0,102.8,96.3,13.0,18.0,0.75,3.0,7.0,0.5,5.0,7.0,1.0,3.0,19.0,21.0,8.0,4.0,2.0,4.0,5.0,34.0,20.0,0.82,0.806,0.75,1.0,22.6,52.8,35.2,37.3,6.8,4.5,38.1,38.1,136.0,104.0,MIN,112,1,37.0,95.0,0.389,9.0,26.0,0.346,22.0,29.0,0.759,14.0,30.0,44.0,20.0,13.0,2.0,19.0,27.0,0.487,0.437,0.274,0.305,25.0,81.1,47.3,54.1,11.9,3.8,15.0,100.0,96.3,102.8,9.0,24.0,0.643,3.0,6.0,1.0,6.0,7.0,1.0,5.0,6.0,11.0,6.0,4.0,2.0,5.0,5.0,25.0,9.0,0.751,0.75,1.0,1.0,11.6,40.8,16.2,30.6,6.9,4.9,50.0,34.6,144.0,111.0,SAC,105,0,2019,True,83.30000000000001,56.5
14430,240.0,44.0,101.0,0.436,10.0,31.0,0.323,13.0,19.0,0.684,15.0,43.0,58.0,23.0,9.0,8.0,19.0,19.0,0.507,0.485,0.307,0.188,27.3,75.4,51.8,52.3,8.1,10.5,14.8,100.0,100.1,99.2,10.0,16.0,0.75,4.0,9.0,0.8,7.0,8.0,0.875,4.0,9.0,12.0,7.0,2.0,2.0,5.0,5.0,29.0,8.0,0.75,0.75,0.563,0.667,12.9,30.3,21.1,25.9,6.6,6.9,35.7,25.1,160.0,108.0,PHI,111,0,44.0,104.0,0.423,5.0,28.0,0.179,17.0,24.0,0.708,14.0,40.0,54.0,29.0,15.0,8.0,13.0,19.0,0.48,0.447,0.269,0.231,24.6,72.7,48.2,65.9,13.5,11.4,10.2,100.0,99.2,100.1,8.0,18.0,1.0,2.0,8.0,1.0,7.0,9.0,0.857,6.0,8.0,14.0,14.0,3.0,3.0,3.0,4.0,22.0,13.0,1.0,1.0,0.75,0.8,14.8,25.1,17.5,61.5,5.0,9.9,33.3,30.2,137.0,108.0,NOP,110,1,2019,True,73.6,67.0
