,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
13979,NYK,2019,Noah Vonleh,Tim Hardaway Jr.,Kevin Knox,Emmanuel Mudiay,Luke Kornet,Frank Ntilikina,Allonzo Trier,Damyean Dotson,Enes Freedom,Mitchell Robinson,Mario Hezonja,,,,
13980,HOU,2019,James Harden,P.J. Tucker,Eric Gordon,Austin Rivers,Nenê,Gerald Green,James Ennis III,Kenneth Faried,Gary Clark,Vince Edwards,Marquese Chriss,,,,
13981,PHI,2019,Corey Brewer,J.J. Redick,Ben Simmons,Wilson Chandler,Joel Embiid,Mike Muscala,T.J. McConnell,Landry Shamet,Jonah Bolden,Furkan Korkmaz,Amir Johnson,,,,
13982,POR,2019,CJ McCollum,Damian Lillard,Jusuf Nurkić,Al-Farouq Aminu,Maurice Harkless,Evan Turner,Jake Layman,Seth Curry,Meyers Leonard,Zach Collins,,,,,
13983,UTA,2019,Royce O'Neale,Joe Ingles,Donovan Mitchell,Jae Crowder,Derrick Favors,Rudy Gobert,Kyle Korver,Ricky Rubio,Georges Niang,,,,,,
13984,DET,2019,Blake Griffin,Reggie Bullock,Zaza Pachulia,Reggie Jackson,Bruce Brown,Stanley Johnson,Luke Kennard,Langston Galloway,José Calderón,Khyri Thomas,Kalin Lucas,Jon Leuer,Glenn Robinson III,,
13985,WAS,2019,Tomáš Satoranský,Bradley Beal,Trevor Ariza,Thomas Bryant,Jeff Green,Otto Porter Jr.,Ian Mahinmi,Sam Dekker,Chasson Randle,Troy Brown Jr.,Jordan McRae,Gary Payton II,,,
13986,LAC,2019,Avery Bradley,Patrick Beverley,Tobias Harris,Montrezl Harrell,Shai Gilgeous-Alexander,Lou Williams,Johnathan Motley,Mike Scott,Tyrone Wallace,Jerome Robinson,Sindarius Thornwell,Marcin Gortat,,,
13987,DAL,2019,Dennis Smith Jr.,DeAndre Jordan,Harrison Barnes,Wesley Matthews,Luka Dončić,Dorian Finney-Smith,Devin Harris,Maxi Kleber,Dirk Nowitzki,Jalen Brunson,Dwight Powell,,,,
13988,POR,2019,Damian Lillard,CJ McCollum,Jusuf Nurkić,Al-Farouq Aminu,Maurice Harkless,Jake Layman,Evan Turner,Meyers Leonard,Seth Curry,Zach Collins,,,,,
13989,OKC,2019,Paul George,Russell Westbrook,Terrance Ferguson,Steven Adams,Jerami Grant,Dennis Schröder,Patrick Patterson,Nerlens Noel,Abdel Nader,,,,,,
13990,MIN,2019,Andrew Wiggins,Karl-Anthony Towns,Josh Okogie,Taj Gibson,Derrick Rose,Jerryd Bayless,Anthony Tolliver,Dario Šarić,Luol Deng,Jared Terrell,C.J. Williams,Keita Bates-Diop,Gorgui Dieng,,
13991,PHO,2019,Dragan Bender,Mikal Bridges,Devin Booker,De'Anthony Melton,T.J. Warren,Josh Jackson,Kelly Oubre Jr.,Jamal Crawford,Quincy Acy,Troy Daniels,Elie Okobo,,,,
13992,SAC,2019,Yogi Ferrell,Marvin Bagley III,Bogdan Bogdanović,Buddy Hield,Willie Cauley-Stein,Harry Giles,Justin Jackson,Ben McLemore,Frank Mason III,Kosta Koufos,,,,,
13993,TOR,2019,Kyle Lowry,Fred VanVleet,Pascal Siakam,Serge Ibaka,Danny Green,Delon Wright,Norman Powell,C.J. Miles,Chris Boucher,Greg Monroe,Patrick McCaw,Jordan Loyd,Malachi Richardson,,
13994,CLE,2019,Cedi Osman,Ante Žižić,Collin Sexton,Alec Burks,Rodney Hood,Jordan Clarkson,Jaron Blossomgame,Matthew Dellavedova,Channing Frye,Cameron Payne,Deng Adel,,,,
13995,BOS,2019,Jayson Tatum,Terry Rozier,Marcus Morris,Marcus Smart,Aron Baynes,Gordon Hayward,Jaylen Brown,Brad Wanamaker,Daniel Theis,Robert Williams,Guerschon Yabusele,Semi Ojeleye,,,
13996,ORL,2019,Jonathan Isaac,Nikola Vučević,Evan Fournier,D.J. Augustin,Aaron Gordon,Terrence Ross,Jonathon Simmons,Jerian Grant,Mo Bamba,,,,,,
13997,BRK,2019,D'Angelo Russell,Joe Harris,Jarrett Allen,Treveon Graham,Rodions Kurucs,DeMarre Carroll,Spencer Dinwiddie,Ed Davis,Shabazz Napier,Rondae Hollis-Jefferson,,,,,
13998,ATL,2019,Trae Young,John Collins,DeAndre' Bembry,Taurean Prince,Dewayne Dedmon,Alex Len,Jeremy Lin,Omari Spellman,Justin Anderson,Daniel Hamilton,Tyler Dorsey,,,,
13999,CHI,2019,Lauri Markkanen,Zach LaVine,Chandler Hutchison,Kris Dunn,Robin Lopez,Bobby Portis,Shaquille Harrison,Wayne Selden,Ryan Arcidiacono,Antonio Blakeney,Cristiano Felício,,,,
14000,TOR,2019,Fred VanVleet,Pascal Siakam,Kyle Lowry,Serge Ibaka,Danny Green,Norman Powell,Delon Wright,Patrick McCaw,C.J. Miles,Greg Monroe,,,,,
14001,IND,2019,Myles Turner,Bojan Bogdanović,Thaddeus Young,Darren Collison,Victor Oladipo,Cory Joseph,Tyreke Evans,Doug McDermott,Domantas Sabonis,Kyle O'Quinn,,,,,
14002,CHO,2019,Kemba Walker,Nicolas Batum,Jeremy Lamb,Marvin Williams,Bismack Biyombo,Michael Kidd-Gilchrist,Willy Hernangómez,Malik Monk,Tony Parker,Miles Bridges,,,,,
14003,MEM,2019,Justin Holiday,Marc Gasol,Garrett Temple,Mike Conley,Jaren Jackson Jr.,JaMychal Green,Shelvin Mack,Omri Casspi,Jevon Carter,Ivan Rabb,,,,,
14004,LAC,2019,Tobias Harris,Avery Bradley,Patrick Beverley,Shai Gilgeous-Alexander,Marcin Gortat,Montrezl Harrell,Lou Williams,Jerome Robinson,Johnathan Motley,Sindarius Thornwell,,,,,
14005,MIA,2019,Josh Richardson,Tyler Johnson,Hassan Whiteside,Justise Winslow,James Johnson,Dion Waiters,Dwyane Wade,Bam Adebayo,Derrick Jones Jr.,,,,,,
14006,DET,2019,Blake Griffin,Zaza Pachulia,Reggie Jackson,Reggie Bullock,Bruce Brown,Langston Galloway,Luke Kennard,José Calderón,Jon Leuer,Stanley Johnson,,,,,
14007,NOP,2019,Jrue Holiday,Julius Randle,Elfrid Payton,Jahlil Okafor,E'Twaun Moore,Darius Miller,Nikola Mirotić,Frank Jackson,Tim Frazier,Solomon Hill,,,,,
14008,HOU,2019,James Harden,P.J. Tucker,Eric Gordon,Austin Rivers,Kenneth Faried,Gerald Green,James Ennis III,Gary Clark,,,,,,,
14009,NYK,2019,Tim Hardaway Jr.,Kevin Knox,Noah Vonleh,Emmanuel Mudiay,Lance Thomas,Allonzo Trier,Damyean Dotson,Frank Ntilikina,Mitchell Robinson,,,,,,
14010,SAS,2019,DeMar DeRozan,Derrick White,LaMarcus Aldridge,Bryn Forbes,Rudy Gay,Patty Mills,Marco Belinelli,Jakob Poeltl,Dante Cunningham,,,,,,
14011,PHI,2019,Joel Embiid,J.J. Redick,Wilson Chandler,Ben Simmons,Corey Brewer,Landry Shamet,T.J. McConnell,Mike Muscala,Jonah Bolden,,,,,,
14012,DEN,2019,Torrey Craig,Nikola Jokić,Jamal Murray,Gary Harris,Paul Millsap,Will Barton,Monte Morris,Trey Lyles,Malik Beasley,Juancho Hernangómez,Mason Plumlee,,,,
14013,UTA,2019,Donovan Mitchell,Rudy Gobert,Joe Ingles,Ricky Rubio,Derrick Favors,Jae Crowder,Royce O'Neale,Kyle Korver,Ekpe Udoh,Georges Niang,Grayson Allen,,,,
14014,MIN,2019,Josh Okogie,Andrew Wiggins,Karl-Anthony Towns,Taj Gibson,Derrick Rose,Jerryd Bayless,Dario Šarić,Gorgui Dieng,Luol Deng,Jared Terrell,Anthony Tolliver,Keita Bates-Diop,,,
14015,LAL,2019,Rajon Rondo,Brandon Ingram,Kyle Kuzma,Kentavious Caldwell-Pope,Ivica Zubac,JaVale McGee,Lance Stephenson,Josh Hart,Michael Beasley,Svi Mykhailiuk,Moritz Wagner,,,,
14016,NOP,2019,Darius Miller,Solomon Hill,Jrue Holiday,Elfrid Payton,Jahlil Okafor,Frank Jackson,Cheick Diallo,Kenrich Williams,Ian Clark,,,,,,
14017,OKC,2019,Paul George,Russell Westbrook,Steven Adams,Terrance Ferguson,Jerami Grant,Dennis Schröder,Patrick Patterson,Nerlens Noel,Abdel Nader,,,,,,
14018,POR,2019,Damian Lillard,CJ McCollum,Jusuf Nurkić,Maurice Harkless,Al-Farouq Aminu,Jake Layman,Seth Curry,Zach Collins,Evan Turner,Wade Baldwin,Caleb Swanigan,,,,
14019,PHO,2019,Devin Booker,Mikal Bridges,Josh Jackson,Dragan Bender,De'Anthony Melton,Kelly Oubre Jr.,Elie Okobo,Jamal Crawford,Quincy Acy,Troy Daniels,,,,,
14020,GSW,2019,Kevin Durant,Klay Thompson,Stephen Curry,Draymond Green,DeMarcus Cousins,Andre Iguodala,Kevon Looney,Alfonzo McKinnie,Shaun Livingston,,,,,,
14021,WAS,2019,Bradley Beal,Trevor Ariza,Tomáš Satoranský,Jeff Green,Thomas Bryant,Otto Porter Jr.,Sam Dekker,Chasson Randle,Troy Brown Jr.,,,,,,
14022,NYK,2019,Tim Hardaway Jr.,Noah Vonleh,Lance Thomas,Kevin Knox,Frank Ntilikina,Trey Burke,Allonzo Trier,Damyean Dotson,Mitchell Robinson,Courtney Lee,,,,,
14023,BRK,2019,Joe Harris,D'Angelo Russell,Treveon Graham,Jarrett Allen,Rodions Kurucs,Shabazz Napier,Ed Davis,Theo Pinson,DeMarre Carroll,Rondae Hollis-Jefferson,,,,,
14024,LAC,2019,Tobias Harris,Patrick Beverley,Avery Bradley,Shai Gilgeous-Alexander,Marcin Gortat,Lou Williams,Montrezl Harrell,Jerome Robinson,Johnathan Motley,,,,,,
14025,CHI,2019,Chandler Hutchison,Kris Dunn,Zach LaVine,Bobby Portis,Lauri Markkanen,Jabari Parker,Ryan Arcidiacono,Wayne Selden,Robin Lopez,Shaquille Harrison,,,,,
14026,MIA,2019,Josh Richardson,Justise Winslow,Tyler Johnson,James Johnson,Hassan Whiteside,Dwyane Wade,Bam Adebayo,Derrick Jones Jr.,Rodney McGruder,Kelly Olynyk,,,,,
14027,CLE,2019,Cedi Osman,Alec Burks,Rodney Hood,Collin Sexton,Ante Žižić,Jordan Clarkson,Larry Nance Jr.,Matthew Dellavedova,Deng Adel,Jaron Blossomgame,,,,,
14028,DET,2019,Blake Griffin,Andre Drummond,Reggie Jackson,Reggie Bullock,Bruce Brown,Stanley Johnson,Luke Kennard,Langston Galloway,José Calderón,Zaza Pachulia,Khyri Thomas,,,,
14029,DAL,2019,Dennis Smith Jr.,Harrison Barnes,Luka Dončić,DeAndre Jordan,Wesley Matthews,Maxi Kleber,Dwight Powell,Dorian Finney-Smith,Devin Harris,Dirk Nowitzki,,,,,
14030,PHO,2019,Mikal Bridges,Dragan Bender,Elie Okobo,Devin Booker,Josh Jackson,Kelly Oubre Jr.,Jamal Crawford,Quincy Acy,Troy Daniels,,,,,,
14031,DEN,2019,Will Barton,Mason Plumlee,Jamal Murray,Paul Millsap,Gary Harris,Monte Morris,Malik Beasley,Trey Lyles,Juancho Hernangómez,Torrey Craig,Tyler Lydon,Jarred Vanderbilt,,,
14032,TOR,2019,Kawhi Leonard,Kyle Lowry,Pascal Siakam,Serge Ibaka,Danny Green,Fred VanVleet,Norman Powell,OG Anunoby,C.J. Miles,Greg Monroe,,,,,
14033,HOU,2019,James Harden,Kenneth Faried,Eric Gordon,Austin Rivers,P.J. Tucker,James Ennis III,Gerald Green,Nenê,,,,,,,
14034,SAC,2019,De'Aaron Fox,Buddy Hield,Nemanja Bjelica,Willie Cauley-Stein,Iman Shumpert,Marvin Bagley III,Bogdan Bogdanović,Justin Jackson,Yogi Ferrell,Harry Giles,,,,,
14035,MEM,2019,Mike Conley,Jaren Jackson Jr.,Marc Gasol,Justin Holiday,Garrett Temple,JaMychal Green,Omri Casspi,Shelvin Mack,Joakim Noah,Jevon Carter,Bruno Caboclo,,,,
14036,CHO,2019,Nicolas Batum,Kemba Walker,Marvin Williams,Jeremy Lamb,Bismack Biyombo,Michael Kidd-Gilchrist,Devonte' Graham,Miles Bridges,Malik Monk,Willy Hernangómez,,,,,
14037,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Eric Bledsoe,Malcolm Brogdon,Brook Lopez,Sterling Brown,George Hill,Tony Snell,D.J. Wilson,Pat Connaughton,Ersan İlyasova,,,,
14038,WAS,2019,Jeff Green,Bradley Beal,Tomáš Satoranský,Trevor Ariza,Thomas Bryant,Otto Porter Jr.,Sam Dekker,Ian Mahinmi,Chasson Randle,,,,,,
14039,ORL,2019,Aaron Gordon,Nikola Vučević,D.J. Augustin,Evan Fournier,Jonathan Isaac,Terrence Ross,Jonathon Simmons,Jerian Grant,Mo Bamba,,,,,,
14040,MIN,2019,Jerryd Bayless,Andrew Wiggins,Karl-Anthony Towns,Josh Okogie,Taj Gibson,Luol Deng,Dario Šarić,Anthony Tolliver,Jared Terrell,Gorgui Dieng,C.J. Williams,,,,
14041,UTA,2019,Donovan Mitchell,Rudy Gobert,Joe Ingles,Ricky Rubio,Derrick Favors,Kyle Korver,Jae Crowder,Royce O'Neale,Georges Niang,,,,,,
14042,GSW,2019,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,DeMarcus Cousins,Andre Iguodala,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,,,,,,
14043,BOS,2019,Kyrie Irving,Al Horford,Jayson Tatum,Marcus Smart,Marcus Morris,Jaylen Brown,Gordon Hayward,Terry Rozier,Aron Baynes,Daniel Theis,,,,,
14044,PHI,2019,Ben Simmons,Corey Brewer,J.J. Redick,T.J. McConnell,Jonah Bolden,Landry Shamet,Mike Muscala,Shake Milton,Amir Johnson,Furkan Korkmaz,Haywood Highsmith,,,,
14045,DEN,2019,Torrey Craig,Nikola Jokić,Will Barton,Gary Harris,Paul Millsap,Monte Morris,Mason Plumlee,Malik Beasley,Trey Lyles,Juancho Hernangómez,Brandon Goodwin,Tyler Lydon,,,
14046,IND,2019,Bojan Bogdanović,Darren Collison,Myles Turner,Tyreke Evans,Thaddeus Young,Domantas Sabonis,Cory Joseph,Doug McDermott,Aaron Holiday,T.J. Leaf,,,,,
14047,MEM,2019,Justin Holiday,Mike Conley,Jaren Jackson Jr.,Marc Gasol,Jevon Carter,Bruno Caboclo,Shelvin Mack,Joakim Noah,Ivan Rabb,JaMychal Green,,,,,
14048,SAS,2019,Bryn Forbes,Rudy Gay,LaMarcus Aldridge,Derrick White,Pau Gasol,Marco Belinelli,Dante Cunningham,Patty Mills,Lonnie Walker IV,Quincy Pondexter,Jakob Poeltl,Chimezie Metu,,,
14049,NOP,2019,Jahlil Okafor,Jrue Holiday,Solomon Hill,Elfrid Payton,E'Twaun Moore,Frank Jackson,Darius Miller,Tim Frazier,Cheick Diallo,Kenrich Williams,Ian Clark,,,,
14050,ATL,2019,Trae Young,John Collins,DeAndre' Bembry,Dewayne Dedmon,Kevin Huerter,Taurean Prince,Jeremy Lin,Omari Spellman,Vince Carter,Alex Len,Tyler Dorsey,,,,
14051,POR,2019,CJ McCollum,Jusuf Nurkić,Seth Curry,Maurice Harkless,Al-Farouq Aminu,Jake Layman,Zach Collins,Evan Turner,Meyers Leonard,Wade Baldwin,Nik Stauskas,,,,
14052,CLE,2019,Cedi Osman,Ante Žižić,Alec Burks,Rodney Hood,Collin Sexton,Matthew Dellavedova,Jordan Clarkson,Larry Nance Jr.,Deng Adel,Channing Frye,,,,,
14053,CHI,2019,Lauri Markkanen,Wayne Selden,Zach LaVine,Kris Dunn,Robin Lopez,Bobby Portis,Ryan Arcidiacono,Antonio Blakeney,Jabari Parker,Shaquille Harrison,,,,,
14054,TOR,2019,Kyle Lowry,Pascal Siakam,Serge Ibaka,Kawhi Leonard,Danny Green,Fred VanVleet,Norman Powell,Delon Wright,OG Anunoby,Greg Monroe,,,,,
14055,DAL,2019,Luka Dončić,Wesley Matthews,Dennis Smith Jr.,Harrison Barnes,DeAndre Jordan,Dorian Finney-Smith,Maxi Kleber,Dwight Powell,Dirk Nowitzki,Devin Harris,Jalen Brunson,,,,
14056,ORL,2019,Aaron Gordon,Nikola Vučević,Evan Fournier,D.J. Augustin,Jonathan Isaac,Terrence Ross,Jerian Grant,Jonathon Simmons,Mo Bamba,,,,,,
14057,HOU,2019,P.J. Tucker,James Harden,Eric Gordon,Kenneth Faried,Chris Paul,James Ennis III,Austin Rivers,Nenê,Gerald Green,,,,,,
14058,SAC,2019,Buddy Hield,De'Aaron Fox,Iman Shumpert,Willie Cauley-Stein,Nemanja Bjelica,Bogdan Bogdanović,Marvin Bagley III,Justin Jackson,Harry Giles,Yogi Ferrell,,,,,
14059,LAC,2019,Avery Bradley,Patrick Beverley,Tobias Harris,Shai Gilgeous-Alexander,Marcin Gortat,Montrezl Harrell,Lou Williams,Mike Scott,Jerome Robinson,Johnathan Motley,,,,,
14060,PHO,2019,Mikal Bridges,Devin Booker,Josh Jackson,Elie Okobo,Dragan Bender,Kelly Oubre Jr.,Richaun Holmes,Jamal Crawford,Troy Daniels,Emanuel Terry,,,,,
14061,LAL,2019,Rajon Rondo,Kentavious Caldwell-Pope,Ivica Zubac,Brandon Ingram,Michael Beasley,Lance Stephenson,Josh Hart,Svi Mykhailiuk,JaVale McGee,Moritz Wagner,Alex Caruso,,,,
14062,UTA,2019,Donovan Mitchell,Joe Ingles,Rudy Gobert,Ricky Rubio,Derrick Favors,Jae Crowder,Royce O'Neale,Kyle Korver,Georges Niang,,,,,,
14063,MIN,2019,Andrew Wiggins,Jerryd Bayless,Karl-Anthony Towns,Josh Okogie,Taj Gibson,Dario Šarić,Luol Deng,Jared Terrell,Gorgui Dieng,,,,,,
14064,MIA,2019,Justise Winslow,Josh Richardson,Wayne Ellington,James Johnson,Hassan Whiteside,Dwyane Wade,Bam Adebayo,Dion Waiters,Kelly Olynyk,Derrick Jones Jr.,,,,,
14065,NYK,2019,Tim Hardaway Jr.,Noah Vonleh,Kevin Knox,Lance Thomas,Frank Ntilikina,Mario Hezonja,Damyean Dotson,Trey Burke,Mitchell Robinson,Allonzo Trier,Courtney Lee,,,,
14066,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Malcolm Brogdon,Eric Bledsoe,Brook Lopez,George Hill,Sterling Brown,D.J. Wilson,Tony Snell,Ersan İlyasova,,,,,
14067,OKC,2019,Paul George,Russell Westbrook,Jerami Grant,Steven Adams,Terrance Ferguson,Dennis Schröder,Nerlens Noel,Abdel Nader,Patrick Patterson,,,,,,
14068,WAS,2019,Trevor Ariza,Bradley Beal,Tomáš Satoranský,Jeff Green,Thomas Bryant,Otto Porter Jr.,Chasson Randle,Troy Brown Jr.,Jordan McRae,,,,,,
14069,SAS,2019,LaMarcus Aldridge,Bryn Forbes,Derrick White,Rudy Gay,Pau Gasol,Dāvis Bertāns,Marco Belinelli,Patty Mills,Jakob Poeltl,Dante Cunningham,Lonnie Walker IV,Chimezie Metu,Quincy Pondexter,,
14070,BRK,2019,Rondae Hollis-Jefferson,Rodions Kurucs,D'Angelo Russell,Jarrett Allen,Joe Harris,DeMarre Carroll,Shabazz Napier,Theo Pinson,Ed Davis,Mitch Creek,,,,,
14071,BOS,2019,Terry Rozier,Marcus Smart,Marcus Morris,Jayson Tatum,Al Horford,Jaylen Brown,Aron Baynes,Gordon Hayward,Brad Wanamaker,Semi Ojeleye,,,,,
14072,NYK,2019,Noah Vonleh,Kevin Knox,Tim Hardaway Jr.,Trey Burke,Lance Thomas,Mario Hezonja,Allonzo Trier,Kadeem Allen,Damyean Dotson,Mitchell Robinson,,,,,
14073,CHO,2019,Marvin Williams,Kemba Walker,Nicolas Batum,Jeremy Lamb,Bismack Biyombo,Miles Bridges,Malik Monk,Willy Hernangómez,Tony Parker,Michael Kidd-Gilchrist,,,,,
14074,GSW,2019,Klay Thompson,Kevin Durant,Stephen Curry,DeMarcus Cousins,Jordan Bell,Andre Iguodala,Quinn Cook,Kevon Looney,Shaun Livingston,Alfonzo McKinnie,Marcus Derrickson,Damion Lee,,,
14075,IND,2019,Edmond Sumner,Bojan Bogdanović,Myles Turner,Thaddeus Young,Darren Collison,Aaron Holiday,Cory Joseph,Domantas Sabonis,Doug McDermott,T.J. Leaf,Kyle O'Quinn,Davon Reed,Alize Johnson,,
14076,ATL,2019,Trae Young,John Collins,Kevin Huerter,DeAndre' Bembry,Dewayne Dedmon,Taurean Prince,Jeremy Lin,Alex Len,Omari Spellman,Vince Carter,,,,,
14077,LAC,2019,Patrick Beverley,Tobias Harris,Avery Bradley,Shai Gilgeous-Alexander,Marcin Gortat,Montrezl Harrell,Lou Williams,Jerome Robinson,Mike Scott,Sindarius Thornwell,Tyrone Wallace,,,,
14078,DEN,2019,Will Barton,Nikola Jokić,Gary Harris,Paul Millsap,Torrey Craig,Monte Morris,Malik Beasley,Mason Plumlee,Trey Lyles,Juancho Hernangómez,,,,,
14079,MEM,2019,Justin Holiday,Marc Gasol,Mike Conley,Kyle Anderson,Jaren Jackson Jr.,Joakim Noah,Bruno Caboclo,Shelvin Mack,Ivan Rabb,,,,,,
14080,CHI,2019,Zach LaVine,Kris Dunn,Lauri Markkanen,Wayne Selden,Robin Lopez,Shaquille Harrison,Bobby Portis,Jabari Parker,Ryan Arcidiacono,Antonio Blakeney,,,,,
14081,BRK,2019,D'Angelo Russell,Joe Harris,Jarrett Allen,Treveon Graham,Rodions Kurucs,DeMarre Carroll,Shabazz Napier,Rondae Hollis-Jefferson,Ed Davis,,,,,,
14082,WAS,2019,Bradley Beal,Tomáš Satoranský,Trevor Ariza,Jeff Green,Thomas Bryant,Otto Porter Jr.,Ian Mahinmi,Sam Dekker,Gary Payton II,Troy Brown Jr.,Chasson Randle,Jordan McRae,,,
14083,CLE,2019,Cedi Osman,Alec Burks,Collin Sexton,Rodney Hood,Ante Žižić,Jordan Clarkson,Larry Nance Jr.,Matthew Dellavedova,Deng Adel,,,,,,
14084,MIL,2019,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Eric Bledsoe,Tony Snell,George Hill,Pat Connaughton,D.J. Wilson,Ersan İlyasova,,,,,,
14085,DET,2019,Blake Griffin,Reggie Jackson,Andre Drummond,Langston Galloway,Glenn Robinson III,Stanley Johnson,Luke Kennard,Bruce Brown,Zaza Pachulia,Khyri Thomas,José Calderón,,,,
14086,NOP,2019,Darius Miller,Jrue Holiday,Jahlil Okafor,Frank Jackson,Solomon Hill,Kenrich Williams,Tim Frazier,Ian Clark,Cheick Diallo,Wesley Johnson,,,,,
14087,HOU,2019,James Harden,P.J. Tucker,Eric Gordon,Kenneth Faried,Chris Paul,Austin Rivers,James Ennis III,Gerald Green,Nenê,,,,,,
14088,PHI,2019,Ben Simmons,Joel Embiid,J.J. Redick,Jimmy Butler,Wilson Chandler,Mike Muscala,Corey Brewer,Landry Shamet,T.J. McConnell,Furkan Korkmaz,,,,,
14089,LAL,2019,Brandon Ingram,Rajon Rondo,Kentavious Caldwell-Pope,Ivica Zubac,Michael Beasley,Josh Hart,Svi Mykhailiuk,JaVale McGee,Lance Stephenson,Tyson Chandler,Alex Caruso,Moritz Wagner,,,
14090,OKC,2019,Jerami Grant,Paul George,Russell Westbrook,Nerlens Noel,Hamidou Diallo,Dennis Schröder,Patrick Patterson,Abdel Nader,Álex Abrines,,,,,,
14091,ORL,2019,Aaron Gordon,Nikola Vučević,D.J. Augustin,Evan Fournier,Jonathan Isaac,Terrence Ross,Jonathon Simmons,Jerian Grant,Mo Bamba,,,,,,
14092,PHO,2019,Devin Booker,Mikal Bridges,Josh Jackson,Richaun Holmes,Elie Okobo,Kelly Oubre Jr.,Jamal Crawford,Emanuel Terry,Troy Daniels,Dragan Bender,,,,,
14093,SAS,2019,LaMarcus Aldridge,Dāvis Bertāns,Rudy Gay,Bryn Forbes,Derrick White,Patty Mills,Marco Belinelli,Jakob Poeltl,Dante Cunningham,Lonnie Walker IV,Pau Gasol,Quincy Pondexter,,,
14094,CHO,2019,Marvin Williams,Nicolas Batum,Kemba Walker,Jeremy Lamb,Bismack Biyombo,Malik Monk,Miles Bridges,Devonte' Graham,Michael Kidd-Gilchrist,Dwayne Bacon,Frank Kaminsky,Willy Hernangómez,Joe Chealey,,
14095,BOS,2019,Marcus Smart,Jayson Tatum,Terry Rozier,Marcus Morris,Al Horford,Jaylen Brown,Gordon Hayward,Brad Wanamaker,Daniel Theis,Aron Baynes,Semi Ojeleye,Guerschon Yabusele,,,
14096,CHI,2019,Wayne Selden,Kris Dunn,Ryan Arcidiacono,Lauri Markkanen,Robin Lopez,Bobby Portis,Shaquille Harrison,Jabari Parker,Brandon Sampson,Antonio Blakeney,,,,,
14097,MIA,2019,Josh Richardson,Justise Winslow,Wayne Ellington,James Johnson,Hassan Whiteside,Bam Adebayo,Tyler Johnson,Kelly Olynyk,Dion Waiters,,,,,,
14098,MEM,2019,Marc Gasol,Mike Conley,Kyle Anderson,Justin Holiday,Jaren Jackson Jr.,Bruno Caboclo,Ivan Rabb,Shelvin Mack,Joakim Noah,Jevon Carter,JaMychal Green,Julian Washburn,,,
14099,MIN,2019,Jerryd Bayless,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Josh Okogie,Anthony Tolliver,Gorgui Dieng,Luol Deng,Dario Šarić,Isaiah Canaan,,,,,
14100,DEN,2019,Monte Morris,Nikola Jokić,Gary Harris,Paul Millsap,Will Barton,Malik Beasley,Mason Plumlee,Trey Lyles,Torrey Craig,Juancho Hernangómez,Brandon Goodwin,,,,
14101,NOP,2019,Darius Miller,Jrue Holiday,Jahlil Okafor,Frank Jackson,Solomon Hill,Kenrich Williams,Tim Frazier,Ian Clark,Cheick Diallo,,,,,,
14102,DAL,2019,Harrison Barnes,Luka Dončić,Dennis Smith Jr.,Wesley Matthews,DeAndre Jordan,Dorian Finney-Smith,Dwight Powell,Maxi Kleber,Devin Harris,Dirk Nowitzki,Jalen Brunson,Ryan Broekhoff,Salah Mejri,,
14103,NYK,2019,Trey Burke,Tim Hardaway Jr.,Kevin Knox,Lance Thomas,Noah Vonleh,Mario Hezonja,Mitchell Robinson,Damyean Dotson,Allonzo Trier,Kadeem Allen,Enes Freedom,,,,
14104,UTA,2019,Donovan Mitchell,Joe Ingles,Rudy Gobert,Ricky Rubio,Derrick Favors,Jae Crowder,Royce O'Neale,Grayson Allen,Georges Niang,Kyle Korver,Ekpe Udoh,Naz Mitrou-Long,Tyler Cavanaugh,,
14105,POR,2019,Damian Lillard,CJ McCollum,Meyers Leonard,Al-Farouq Aminu,Maurice Harkless,Jake Layman,Zach Collins,Seth Curry,Evan Turner,Wade Baldwin,Caleb Swanigan,,,,
14106,ATL,2019,Trae Young,John Collins,Kevin Huerter,Dewayne Dedmon,DeAndre' Bembry,Taurean Prince,Omari Spellman,Jeremy Lin,Kent Bazemore,Alex Len,Daniel Hamilton,Vince Carter,Justin Anderson,,
14107,SAC,2019,Buddy Hield,De'Aaron Fox,Nemanja Bjelica,Iman Shumpert,Willie Cauley-Stein,Bogdan Bogdanović,Marvin Bagley III,Yogi Ferrell,Harry Giles,Justin Jackson,Kosta Koufos,Frank Mason III,Skal Labissière,,
14108,IND,2019,Myles Turner,Bojan Bogdanović,Thaddeus Young,Darren Collison,Edmond Sumner,Cory Joseph,Domantas Sabonis,Doug McDermott,Aaron Holiday,T.J. Leaf,Kyle O'Quinn,Davon Reed,,,
14109,WAS,2019,Bradley Beal,Tomáš Satoranský,Trevor Ariza,Thomas Bryant,Otto Porter Jr.,Jeff Green,Jordan McRae,Sam Dekker,Chasson Randle,Ian Mahinmi,Troy Brown Jr.,Gary Payton II,,,
